GENE	P
TENM4	8.8466e-5
FAM181B	0.072247
PRCP	0.48873
DDIAS	0.3706
RAB30	0.41136
PCF11	0.082215
ANKRD42	0.52266
CCDC90B	0.2881
DLG2	0.19299
TMEM126B	0.023649
TMEM126A	0.071247
CREBZF	0.054809
CCDC89	0.063726
SYTL2	0.0041567
CCDC83	0.016266
PICALM	0.0024266
EED	0.80205
HIKESHI	0.89986
CCDC81	0.21735
ME3	0.67075
PRSS23	0.36513
FZD4	0.92355
TMEM135	0.10416
RAB38	0.24687
CTSC	0.35879
GRM5	0.0018968
TYR	0.0029491
NOX4	0.020147
FOLH1B	0.27591
TRIM77	0.34104
TRIM49	0.0068181
TRIM64	0.6192
NAALAD2	0.0040197
CHORDC1	0.13382
FAT3	0.15619
MTNR1B	0.223
SLC36A4	0.13871
DEUP1	0.6389
SMCO4	0.98753
CEP295	0.01137
TAF1D	0.015838
C11orf54	0.085217
MED17	0.044773
VSTM5	0.077595
HEPHL1	0.39434
PANX1	0.33719
IZUMO1R	0.0869
GPR83	6.6872e-4
MRE11	0.012844
ANKRD49	0.017812
C11orf97	0.0068407
FUT4	0.037953
PIWIL4	0.4645
AMOTL1	0.81132
CWC15	0.058635
KDM4D	0.089457
KDM4E	0.065641
SRSF8	0.35609
ENDOD1	0.57056
SESN3	0.15023
FAM76B	0.92237
CEP57	0.77733
MTMR2	0.67808
MAML2	0.21519
CCDC82	0.41161
JRKL	0.38185
CNTN5	1.5612e-7
ARHGAP42	0.96551
PGR	0.48156
TRPC6	0.087925
ANGPTL5	0.41374
CEP126	0.11039
CFAP300	0.034231
YAP1	0.0068808
BIRC3	0.069027
BIRC2	0.35542
TMEM123	0.75913
MMP7	0.28995
MMP20	0.059473
MMP27	0.37907
MMP8	0.48504
MMP10	0.94999
MMP1	0.79008
MMP3	0.22857
MMP12	0.65573
MMP13	0.64897
DCUN1D5	0.091494
DYNC2H1	0.17387
PDGFD	0.73987
DDI1	0.49487
CASP12	0.99141
CASP4	0.92562
CASP5	0.789
CASP1	0.21384
CARD16	0.3096
CARD17P	0.16393
CARD18	0.44309
GRIA4	0.40111
MSANTD4	0.13522
KBTBD3	0.082744
AASDHPPT	0.28054
GUCY1A2	0.097727
CWF19L2	0.059605
ALKBH8	0.18854
ELMOD1	0.29551
SLN	0.62766
SLC35F2	0.3179
RAB39A	0.48197
CUL5	0.12875
ACAT1	0.068845
NPAT	0.1739
ATM	0.14578
C11orf65	0.15661
POGLUT3	0.3198
EXPH5	0.78256
DDX10	0.15934
C11orf87	0.18927
ZC3H12C	0.30908
RDX	0.14214
FDX1	0.53946
ARHGAP20	0.36578
POU2AF2	0.078709
COLCA1	0.022998
POU2AF3	0.042206
POU2AF1	0.11023
LOC644277	0.074517
BTG4	0.0035705
HOATZ	0.012399
LAYN	0.0010881
SIK2	7.1247e-4
PPP2R1B	0.0042327
ALG9	0.11625
FDXACB1	0.18621
CFAP68	0.019938
CRYAB	0.037098
HSPB2	0.80468
C11orf52	0.14863
DIXDC1	0.17083
DLAT	0.2794
PIH1D2	0.087507
NKAPD1	0.37741
SDHD	0.2415
TEX12	0.15269
IL18	0.23177
BCO2	0.14095
PTS	0.72788
PLET1	0.41927
NCAM1	2.7313e-6
TTC12	0.0024492
ANKK1	0.0030823
DRD2	3.648e-6
TMPRSS5	0.13854
ZW10	0.1859
USP28	0.081151
HTR3B	0.38779
HTR3A	0.14412
ZBTB16	0.0035745
NNMT	0.9137
C11orf71	0.69456
RBM7	0.74617
REXO2	0.29767
NXPE1	0.47019
NXPE4	0.90507
NXPE2	0.87035
CADM1	0.72429
BUD13	0.09117
ZPR1	0.31377
APOA5	0.085788
APOA4	0.0079366
APOC3	4.3857e-5
APOA1	0.003197
SIK3	0.0014124
PAFAH1B2	0.034151
SIDT2	0.0032057
TAGLN	0.089185
PCSK7	0.0026234
RNF214	0.079721
BACE1	0.04448
CEP164	0.013795
DSCAML1	0.49871
FXYD2	0.55065
FXYD6-FXYD2	0.29411
FXYD6	0.26741
TMPRSS13	0.04491
IL10RA	0.28065
TMPRSS4	0.30328
SCN4B	0.45128
SCN2B	0.039323
JAML	0.97305
MPZL3	0.99649
MPZL2	0.97674
CD3E	0.029875
CD3D	0.033037
CD3G	0.0021544
UBE4A	0.0014603
ATP5MG	0.0035969
KMT2A	0.55983
TTC36	0.2918
TMEM25	0.10584
IFT46	0.096516
ARCN1	0.13953
PHLDB1	0.48905
TREH	0.5282
DDX6	0.13544
CXCR5	0.34635
BCL9L	0.062117
UPK2	0.015976
FOXR1	0.23988
CENATAC	0.0074609
RPS25	0.010931
TRAPPC4	0.03024
SLC37A4	0.044955
HYOU1	0.55174
VPS11	0.7795
HMBS	0.67227
H2AX	0.61907
DPAGT1	0.72485
C2CD2L	0.73403
HINFP	0.53081
ABCG4	0.31548
NLRX1	0.2373
NHERF4	0.162
CCDC153	0.054171
CBL	0.095641
MCAM	0.36801
RNF26	0.54735
MFRP	0.77209
C1QTNF5	0.77209
USP2	0.041966
THY1	0.035471
NECTIN1	0.10969
TRIM29	0.44761
OAF	0.048015
POU2F3	0.44103
TLCD5	0.25163
ARHGEF12	0.24342
GRIK4	0.010713
TBCEL	0.22173
TECTA	0.70807
SC5D	0.52393
SORL1	0.48507
UBASH3B	0.050008
CRTAM	0.31963
JHY	0.23091
BSX	0.054041
HSPA8	0.95322
CLMP	0.19892
GRAMD1B	0.096618
SCN3B	0.098072
ZNF202	0.27256
OR6X1	0.014808
OR6M1	0.10003
TMEM225	0.64338
OR8D4	0.43545
OR4D5	0.7021
OR6T1	0.64484
OR10S1	0.69387
OR10G4	0.61207
OR10G9	0.88116
OR10G8	0.2214
OR10G7	0.64798
VWA5A	0.27876
OR8G2P	0.11346
OR8G1	0.034762
OR8G5	0.05013
OR8D1	0.16407
OR8D2	0.99104
OR8B2	0.065226
OR8B3	0.38064
OR8B4	0.028574
OR8B8	0.5578
OR8B12	0.5571
OR8A1	0.78595
PANX3	0.09926
TBRG1	0.015611
SIAE	0.12727
SPA17	0.21119
NRGN	2.3757e-4
VSIG2	0.060124
ESAM	0.013211
MSANTD2	0.05255
ROBO3	0.70698
ROBO4	0.373
HEPACAM	0.038618
HEPN1	0.26098
CCDC15	0.95329
SLC37A2	0.98869
TMEM218	0.91678
PKNOX2	0.21718
FEZ1	0.23255
LOC403312	0.32742
EI24	0.039685
STT3A	0.82606
CHEK1	0.97517
ACRV1	0.94993
PATE1	0.89682
PATE2	0.44618
PATE3	0.49031
PATE4	0.72096
HYLS1	0.65005
PUS3	0.67284
DDX25	0.56447
VSIG10L2	0.67681
CDON	0.5639
RPUSD4	0.19226
FAM118B	0.12225
SRPRA	0.054993
FOXRED1	0.10461
TIRAP	0.070597
DCPS	0.11903
ST3GAL4	0.019386
KIRREL3	0.11501
ETS1	0.86838
FLI1	0.051754
KCNJ1	0.054788
KCNJ5	0.84347
KCNJ5-AS1	0.84113
TP53AIP1	0.32523
ARHGAP32	0.46991
BARX2	0.23306
TMEM45B	0.75209
NFRKB	0.75889
PRDM10	0.50499
APLP2	0.21909
ST14	0.61492
ZBTB44	0.98224
ADAMTS8	0.78339
ADAMTS15	0.16975
LINC02873	0.53342
SNX19	0.0037547
NTM	4.7608e-5
OPCML	0.10412
SPATA19	0.033659
IGSF9B	0.14866
JAM3	0.0032409
NCAPD3	0.0029233
VPS26B	0.043175
THYN1	0.17235
ACAD8	0.1584
GLB1L3	0.42828
GLB1L2	0.024628
B3GAT1	0.0015838
IQSEC3	0.029585
SLC6A12	0.11517
SLC6A13	0.12546
KDM5A	0.057875
CCDC77	0.04146
B4GALNT3	0.063848
NINJ2	0.035976
WNK1	0.7275
RAD52	0.5098
ERC1	0.3266
FBXL14	0.69401
WNT5B	0.83199
ADIPOR2	0.015326
CACNA2D4	0.49116
LRTM2	0.41703
DCP1B	0.53126
CACNA1C	1.7953e-11
FKBP4	0.44848
ITFG2	0.31354
NRIP2	0.33945
TEX52	0.2985
FOXM1	0.15871
RHNO1	0.030833
TULP3	0.063047
TEAD4	0.18682000000000001
TSPAN9	0.42993
PRMT8	0.17551
CRACR2A	0.023593
PARP11	0.099894
CCND2	0.068711
TIGAR	0.84058
FGF23	0.74301
FGF6	0.064433
C12orf4	0.11999
RAD51AP1	0.45797
DYRK4	0.54459
AKAP3	0.45225
NDUFA9	0.89889
GALNT8	0.59724
KCNA6	0.24791
KCNA1	0.59073
KCNA5	0.63132
NTF3	0.70955
ANO2	0.10596
VWF	0.74823
CD9	0.16481
PLEKHG6	0.66124
TNFRSF1A	0.50702
SCNN1A	0.17974
LTBR	0.68639
CD27	0.56137
TAPBPL	0.13242
VAMP1	0.17681
MRPL51	0.04222
NCAPD2	0.01574
GAPDH	7.0173e-4
IFFO1	0.016491
NOP2	0.30602
CHD4	0.31923
LPAR5	0.52938
ACRBP	0.28874
ING4	0.61642
ZNF384	0.33705
PIANP	0.45365
COPS7A	0.86169
MLF2	0.47466
PTMS	0.6359
LAG3	0.077298
CD4	0.18364
GPR162	0.068218
P3H3	0.0099127
GNB3	0.0016662
CDCA3	0.0014386
USP5	0.0021258
TPI1	0.001172
SPSB2	7.6674e-4
LRRC23	0.0077889
ENO2	0.008405
ATN1	0.04315
C12orf57	0.25816
PTPN6	0.353
PHB2	0.69085
EMG1	0.30235
LPCAT3	0.50377
C1S	0.69655
C1RL	0.84834
RBP5	0.86428
CLSTN3	0.73405
PEX5	0.36451
ACSM4	0.57794
CD163L1	0.44345
CD163	0.34571
APOBEC1	0.14522
GDF3	0.17118
DPPA3	0.65378
CLEC4C	0.10885
NANOGNB	0.055527
NANOG	0.96174
SLC2A14	0.37874
SLC2A3	0.084209
FOXJ2	0.39526
C3AR1	0.29826
NECAP1	0.28494
CLEC4A	0.30976
ZNF705A	0.88809
FAM90A1	0.8561
CLEC6A	0.95034
CLEC4D	0.66135
CLEC4E	0.98397
AICDA	0.77059
MFAP5	0.50292
RIMKLB	0.14442
A2ML1	0.78534
PHC1	0.17801
M6PR	0.082737
KLRG1	0.082023
A2M	0.46387
PZP	0.7738
LOC728715	0.39807
LOC408186	0.59165
KLRB1	0.57882
CLEC2D	0.74269
CLECL1P	0.41589
CD69	0.19399
KLRF1	0.74469
CLEC2B	0.61665
KLRF2	0.59626
CLEC2A	0.76449
CLEC12A	0.65403
CLEC1B	0.7188
CLEC12B	0.99471
CLEC9A	0.68979
CLEC1A	0.15959
CLEC7A	0.20724
OLR1	0.13717
TMEM52B	0.43721
GABARAPL1	0.5812
KLRD1	0.15715
KLRK1	0.15728
KLRC4-KLRK1	0.23105
KLRC4	0.32888
KLRC3	0.76924
KLRC2	0.597
KLRC1	0.25116
MAGOHB	0.040874
STYK1	0.010433
YBX3	0.51586
TAS2R7	0.9581
TAS2R8	0.34556
TAS2R9	0.3078
PRR4	0.66307
PRH1	0.63689
TAS2R13	0.43403
PRH2	0.16357
TAS2R14	0.11545
TAS2R50	0.51082
TAS2R20	0.18412
TAS2R19	0.40359
TAS2R31	0.28348
TAS2R46	0.2628
TAS2R43	0.49925
TAS2R30	0.18689
SMIM10L1	0.63297
TAS2R42	0.9488
PRB3	0.97775
PRB4	0.26358
PRB1	0.79384
PRB2	0.064204
ETV6	0.020325
BCL2L14	0.97277
PTMAP9	0.5648
LRP6	0.74189
MANSC1	0.95782
BORCS5	0.42863
DUSP16	0.41404
CREBL2	0.043639
GPR19	0.57043
CDKN1B	0.093978
APOLD1	0.46818
DDX47	0.043873
GPRC5A	0.022835
GPRC5D	0.60539
HEBP1	0.27657
FAM234B	0.53289
GSG1	0.31191
EMP1	0.52589
GRIN2B	0.018276
ATF7IP	0.017554
PLBD1	0.64553
GUCY2C	0.81514
H4C16	0.61
H2AJ	0.29579
WBP11	0.3699
C12orf60	0.66584
SMCO3	0.59189
ART4	0.98844
MGP	0.98789
ERP27	0.97768
ARHGDIB	0.16322
PDE6H	0.78052
RERG	0.026547
PTPRO	0.0050686
EPS8	0.72015
STRAP	0.98866
DERA	0.22479
SLC15A5	0.28553
MGST1	0.57392
LMO3	0.3183
RERGL	0.92257
PIK3C2G	0.39009
PLCZ1	0.016254
CAPZA3	0.9673
PLEKHA5	0.084158
AEBP2	0.060069
PDE3A	0.3595
SLCO1C1	0.37863
SLCO1B3	0.098621
SLCO1B7	0.3309
SLCO1B1	0.025229
SLCO1A2	0.22584
IAPP	0.33278
PYROXD1	0.75157
RECQL	0.74523
GOLT1B	0.92374
SPX	0.71053
GYS2	0.81885
LDHB	0.61648
KCNJ8	0.19252
ABCC9	0.97651
CMAS	0.69917
ST8SIA1	0.014395
C2CD5	0.53291
ETNK1	0.67235
SOX5	0.012525
BCAT1	0.20518
LINC02909	0.72493
IRAG2	0.13621
DNAI7	0.042366
ETFRF1	0.18271
KRAS	0.057235
LMNTD1	0.42287
RASSF8	0.4389
BHLHE41	0.025735
SSPN	0.086115
ITPR2	0.61025
INTS13	0.31579
FGFR1OP2	0.17195
TM7SF3	0.19256
MED21	0.26269
C12orf71	0.049094
STK38L	0.31945
BMAL2	0.52742
SMCO2	0.054166
PPFIBP1	0.35396
REP15	0.6416
MRPS35	0.28221
MANSC4	0.010728
KLHL42	0.015614
PTHLH	0.74105
CCDC91	7.5036e-4
FAR2	5.2472e-4
ERGIC2	0.041012
OVCH1	0.65205
TMTC1	0.012273
IPO8	0.02913
CAPRIN2	0.02941
TSPAN11	0.28797
DDX11	0.7218
OVOS2	0.84835
SINHCAF	0.8507
DENND5B	0.62427
ETFBKMT	0.23331
AMN1	0.48005
H3-5	0.017274
RESF1	0.89562
BICD1	0.037744
FGD4	0.081921
DNM1L	0.33896
YARS2	0.44791
PKP2	0.59872
SYT10	0.6845
ALG10	0.99335
ALG10B	0.16366
CPNE8	0.017004
KIF21A	0.0054293
ABCD2	0.0070122
C12orf40	0.35724
SLC2A13	0.23629
LRRK2	0.11729
MUC19	0.7973
CNTN1	0.4895
PDZRN4	0.73291
GXYLT1	0.036051
YAF2	0.067421
ZCRB1	0.31953
PPHLN1	0.44698
PRICKLE1	0.18635
ADAMTS20	0.010699
PUS7L	0.20238
IRAK4	0.16519
TWF1	0.80501
TMEM117	0.9798
NELL2	0.80574
DBX2	0.82225
ANO6	0.29858
ARID2	0.0038154
SCAF11	0.0060709
SLC38A1	0.41445
SLC38A2	0.61126
SLC38A4	0.64074
AMIGO2	0.78971
PCED1B	0.74944
RPAP3	0.032931
ENDOU	0.005966
RAPGEF3	0.025435
SLC48A1	0.0020588
HDAC7	2.3256e-4
VDR	0.14897
TMEM106C	0.090427
COL2A1	0.30729
SENP1	0.63353
PFKM	0.54746
ASB8	0.6261
CCDC184	0.67607
OR10AD1	0.34581
H1-7	0.49631
ZNF641	0.83473
ANP32D	0.28645
C12orf54	0.70197
OR8S1	0.45424
LALBA	0.99033
KANSL2	0.11157
CCNT1	0.13015
ADCY6	0.017196
CACNB3	0.0092404
DDX23	0.0639
RND1	2.4847e-4
CCDC65	0.059346
FKBP11	0.038412
ARF3	0.040469
WNT10B	0.015873
DDN	1.3791e-5
PRKAG1	0.00017852999999999999
KMT2D	1.9227e-4
RHEBL1	0.1292
DHH	0.018872
LMBR1L	0.0080446
TUBA1B	0.023336
TUBA1A	0.047925
TUBA1C	0.43196
PRPH	0.61578
TROAP	0.51922
C1QL4	0.76366
DNAJC22	0.46945
SPATS2	0.03454
KCNH3	0.092497
MCRS1	0.081806
FAM186B	0.11161
PRPF40B	0.73302
FMNL3	0.43536
TMBIM6	0.50006
NCKAP5L	0.49379
BCDIN3D	0.41485
FAIM2	0.94295
AQP2	0.010536
AQP5	0.10645
AQP6	0.23145
RACGAP1	0.1483
ASIC1	0.22211
SMARCD1	0.1613
GPD1	0.14124
COX14	0.17923
CERS5	0.067344
LIMA1	0.13189
FAM186A	0.46998
LARP4	0.27883
DIP2B	0.01359
ATF1	0.034997
TMPRSS12	0.44675
TMT1A	0.67535
HIGD1C	0.69362
SLC11A2	0.33109
LETMD1	0.59038
CSRNP2	0.75084
TFCP2	0.34838
POU6F1	0.6652
DAZAP2	0.23221
SMAGP	0.75932
BIN2	0.28196
CELA1	0.59876
GALNT6	0.10534
SLC4A8	6.6619e-4
SCN8A	0.091432
FIGNL2	0.17187
ANKRD33	0.45134
ACVRL1	0.52283
ACVR1B	0.015878
TAMALIN	0.027625
NR4A1	0.015162
ATG101	0.35548
KRT80	0.9521
LINC02874	0.84368
KRT7	0.38017
KRT86	0.33643
KRT81	0.41901
KRT83	0.37214
KRT85	0.057612
KRT84	0.43167
KRT82	0.824
KRT75	0.58007
KRT6B	0.25809
KRT6C	0.27222
KRT6A	0.45449
KRT5	0.11675
KRT71	0.90045
KRT74	0.83772
KRT72	0.38881
KRT73	0.44255
KRT2	0.62504
KRT1	0.47189
KRT77	0.76444
KRT76	0.21383
KRT3	0.79142
KRT4	0.55381
KRT79	0.46428
KRT78	0.45069
KRT8	0.18944
KRT18	0.54967
EIF4B	0.047036
TNS2	0.22273
SPRYD3	0.11521
IGFBP6	0.1855
SOAT2	0.020019
CSAD	0.026487
ZNF740	0.044895
ITGB7	0.06776
RARG	0.34656
MFSD5	0.19539
ESPL1	0.38129
PFDN5	0.14481
MYG1	0.34498
AAAS	0.25609
SP7	0.1958
SP1	0.38619
AMHR2	0.29991
PRR13	0.1096
PCBP2	0.46856
MAP3K12	0.33591
TARBP2	0.82349000000000006
NPFF	0.7903
ATF7	0.94081
ATP5MC2	0.82958
CALCOCO1	0.84621
HOXC13	0.92577
HOXC12	0.88816
HOXC11	0.10604
HOXC10	0.21969
HOXC4	0.090296
HOXC9	0.44657
HOXC8	0.17198
HOXC6	0.10654
HOXC5	0.11719
SMUG1	0.7565
CBX5	0.010191
HNRNPA1	0.39396
NFE2	0.15258
COPZ1	0.58265
ZNF385A	0.1949
ITGA5	0.13795
GTSF1	0.44841
NCKAP1L	0.29094
PDE1B	0.056594
PPP1R1A	0.013137
LACRT	0.8599
DCD	0.52051
MUCL1	0.26285
TESPA1	0.58364
NEUROD4	0.66154
OR9K2	0.50997
OR10A7	0.2803
OR6C74	0.28945
OR6C6	0.13452
OR6C1	0.25496
OR6C3	0.4383
OR6C65	0.3429
OR6C76	0.09044
OR6C2	0.2906
OR6C70	0.82932
OR6C68	0.32083
OR6C4	0.54990000000000006
OR2AP1	0.8736
OR10P1	0.52214
TMT1B	0.27083
ITGA7	0.25442
BLOC1S1	0.10838
RDH5	0.40235
CD63	0.65955
GDF11	0.69546
SARNP	0.48072
ORMDL2	0.598
DNAJC14	0.4553
MMP19	0.41855
PYM1	0.43514
DGKA	0.31432
PMEL	0.18935
CDK2	0.045031
RAB5B	0.055707
SUOX	0.012437
IKZF4	0.16211
RPS26	0.062987
ERBB3	0.26527
PA2G4	0.80567
RPL41	0.55025
ZC3H10	0.97101
ESYT1	0.025183
MYL6B	0.73821
MYL6	0.34704
SMARCC2	0.17968
RNF41	0.032607
NABP2	0.95857
SLC39A5	0.84022
ANKRD52	0.5004
COQ10A	0.258
CS	0.34039
CNPY2	0.59619
PAN2	0.67589
IL23A	0.3176
STAT2	0.22904
APOF	0.54774
TIMELESS	0.40017
MIP	0.16988
SPRYD4	0.032135
GLS2	0.049159
RBMS2	0.0195
BAZ2A	0.21922
ATP5F1B	0.31164
PTGES3	0.11681
NACA	0.40912
PRIM1	0.39161
HSD17B6	0.19928
SDR9C7	0.10654
RDH16	0.25763
GPR182	0.72272
ZBTB39	0.11307
TAC3	0.1829
MYO1A	0.11034
NEMP1	0.024837
NAB2	4.272e-6
STAT6	0.076609
LRP1	0.23448
NXPH4	0.63107
SHMT2	0.29102
NDUFA4L2	0.4625
STAC3	0.016149
R3HDM2	0.012028
INHBC	0.0088028
INHBE	0.013407
GLI1	1.4306e-4
ARHGAP9	0.0060016
MARS1	0.10118
DDIT3	0.24816
MBD6	0.25242
DCTN2	0.15716
KIF5A	0.0057825
PIP4K2C	0.010597
DTX3	0.0020487
ARHGEF25	0.0011923
SLC26A10P	0.055228
B4GALNT1	0.14108
OS9	0.041344
AGAP2	0.023304
TSPAN31	0.78587
CDK4	0.30839
MARCHF9	0.31449
CYP27B1	0.069432
METTL1	0.06851
EEF1AKMT3	0.11869
TSFM	0.093165
AVIL	0.10325
CTDSP2	0.15615
ATP23	0.86431
LRIG3	0.80291
SLC16A7	0.31749
TAFA2	0.45259
USP15	0.4394
MON2	0.086795
PPM1H	0.64213
AVPR1A	0.6959
DPY19L2	0.14509
RXYLT1	0.87708
SRGAP1	0.02464
KICS2	0.14822
C12orf56	0.39584
XPOT	0.57648
TBK1	0.63779
RASSF3	0.58706
GNS	0.26788
TBC1D30	0.75672
WIF1	0.79434
LEMD3	0.41763
MSRB3	0.020871
HMGA2	0.41095
HMGA2-AS1	0.52027
LLPH	0.080185
TMBIM4	0.10057
IRAK3	0.083852
HELB	0.0084353
GRIP1	0.1124
CAND1	0.1844
DYRK2	0.30942
IFNG	0.94525
IL26	0.34672
IL22	0.18493
MDM1	0.4306
RAP1B	0.21066
NUP107	0.11203
SLC35E3	0.071644
MDM2	0.031789
CPM	0.80413
CPSF6	3.331e-4
LYZ	0.013514
YEATS4	0.0084735
FRS2	0.0042662
CCT2	8.641e-4
LRRC10	0.0011439
BEST3	0.020602
RAB3IP	0.22343
MYRFL	0.52686
CNOT2	0.21865
KCNMB4	0.4704
PTPRB	8.4858e-5
PTPRR	7.1702e-5
TSPAN8	0.23381
LGR5	0.50204
ZFC3H1	0.19795
THAP2	0.15797
TMEM19	0.60676
RAB21	0.96891
TBC1D15	0.62022
TPH2	0.19944
TRHDE	0.24912
ATXN7L3B	0.48296
KCNC2	0.013134
CAPS2	0.24311
GLIPR1L1	0.15226
GLIPR1L2	0.90627
GLIPR1	0.70185
KRR1	0.68159
PHLDA1	0.49739
NAP1L1	0.0049584
BBS10	0.05233
OSBPL8	0.028999
ZDHHC17	0.36125
CSRP2	0.4627
E2F7	0.13611
NAV3	0.49547
SYT1	0.0029736
PAWR	0.81273
PPP1R12A	0.07456
OTOGL	0.73326
PTPRQ	0.58776
MYF6	0.043053
MYF5	0.14422
LIN7A	0.13042
ACSS3	0.58926
PPFIA2	0.034748
CCDC59	0.34758
METTL25	0.54365
TMTC2	0.25607
SLC6A15	0.48487
TSPAN19	0.04416
LRRIQ1	0.051476
ALX1	0.2347
RASSF9	0.0020957
NTS	9.7615e-4
MGAT4C	0.0038724
C12orf50	0.61391
C12orf29	0.31168
CEP290	0.32147
TMTC3	0.3091
KITLG	0.0061594
DUSP6	0.33395
POC1B	0.19167
GALNT4	0.18649
POC1B-GALNT4	0.25017
ATP2B1	0.9838
CCER1	0.76064
EPYC	0.79876
KERA	0.66094
LUM	0.21312999999999999
DCN	0.59758
LINC01619	0.015748
BTG1	0.15836
CLLU1-AS1	0.78802
CLLU1	0.75803
PLEKHG7	0.078082
EEA1	0.0062182
NUDT4	0.76835
UBE2N	0.96696
MRPL42	0.6878
SOCS2	0.98677
CRADD	0.65632
PLXNC1	0.61663
CEP83	0.90174
TMCC3	0.18318
NDUFA12	0.24004
NR2C1	0.40606
FGD6	0.26002
VEZT	0.17783
METAP2	0.63952
USP44	0.50725
NTN4	0.20421
SNRPF	0.2867
CCDC38	0.66883
AMDHD1	0.39761
HAL	0.85674
LTA4H	0.92684
ELK3	0.36398
CDK17	0.8512
CFAP54	0.57839
NEDD1	0.19777
TMPO	0.41324
SLC25A3	0.14272
IKBIP	0.18647
APAF1	0.16617
ANKS1B	3.2672e-4
GARIN6	0.85745
BLTP3B	0.47331
ACTR6	0.13913
DEPDC4	0.2443
SCYL2	0.096038
SLC17A8	0.0035093
NR1H4	0.49863
GAS2L3	0.62169
ANO4	0.0026475
SLC5A8	0.87187
UTP20	0.99309
ARL1	0.9622
SPIC	0.58595
MYBPC1	0.035838
CHPT1	0.32886
SYCP3	0.53424
GNPTAB	0.46257
DRAM1	0.17131
WASHC3	0.55972
NUP37	0.2905
PARPBP	0.42868
IGF1	0.50182
PAH	0.55574
ASCL1	0.79959
C12orf42	0.2775
STAB2	0.36685
NT5DC3	0.56093
HSP90B1	0.064325
UQCC6	0.053586
TDG	0.080182
GLT8D2	0.086104
HCFC2	0.59148
NFYB	0.38603
TXNRD1	0.659
EID3	0.15143
CHST11	0.013593
SLC41A2	0.24984
NOPCHAP1	0.8442
ALDH1L2	0.019942
WASHC4	0.032017
APPL2	0.0038821
C12orf75	0.4732
NUAK1	0.47894
CKAP4	0.08366
TCP11L2	0.25017
POLR3B	0.20694
RFX4	0.433
RIC8B	0.58028
TMEM263	0.82038
MTERF2	0.39859
CRY1	0.55416
ABTB3	0.54364
PWP1	0.38465
PRDM4	0.23825
ASCL4	0.61974
WSCD2	5.9165e-7
CMKLR1	0.57752
FICD	0.25181
SART3	0.11302
ISCU	0.13285
TMEM119	0.94558
SELPLG	0.92041
CORO1C	0.20797
SSH1	0.28266
DAO	0.28363
SVOP	0.39783
USP30	0.58912
ALKBH2	0.72802
UNG	0.97855
ACACB	0.5279
FOXN4	0.40784
MYO1H	0.20713
KCTD10	0.60898
UBE3B	0.47456
MMAB	0.38035
MVK	0.33334
FAM222A	0.3469
TRPV4	0.014318000000000001
GLTP	0.0043511
TCHP	0.37492
GIT2	0.25539
ANKRD13A	0.24127
C12orf76	0.036705
IFT81	0.0026008
ATP2A2	7.812e-4
ANAPC7	0.012767
ARPC3	0.085683
GPN3	0.012085
FAM216A	0.041698
VPS29	0.092637
RAD9B	0.10973
PPTC7	0.023096
TCTN1	0.010537
HVCN1	0.12275
PPP1CC	0.026807
CCDC63	0.05143
MYL2	0.22834
CUX2	0.15991
PHETA1	0.95503
SH2B3	0.067433
ATXN2	0.093672
BRAP	0.061414
ACAD10	0.11173
ALDH2	0.060641
MAPKAPK5	0.10804
TMEM116	0.071558
ERP29	0.007284
NAA25	0.03187
TRAFD1	0.029024
HECTD4	0.058081
RPL6	0.096906
PTPN11	0.042767
RPH3A	0.20928
OAS1	0.21593
OAS3	0.71884
OAS2	0.37837
DTX1	0.79001999999999994
RASAL1	0.9175
CFAP73	0.82352
DDX54	0.95089
RITA1	0.94614
IQCD	0.61481
TPCN1	0.90748
SLC8B1	0.95215
PLBD2	0.54753
SDS	0.53805
SDSL	0.4654
LHX5	0.59781
RBM19	0.14666
TBX5	0.66013
TBX3	0.79539
MED13L	0.047572
MAP1LC3B2	0.48724
SPRING1	0.15948
RNFT2	0.74926
HRK	0.81329
FBXW8	0.47077
TESC	0.27253
FBXO21	0.24933
NOS1	0.0071655
KSR2	0.0019113000000000001
RFC5	0.0031663
WSB2	0.024555
VSIG10	0.11353
PEBP1	0.079725
TAOK3	0.45679
SUDS3	0.70518
SRRM4	0.078827
HSPB8	0.66167
CCDC60	0.33541
TMEM233	0.060124
PRKAB1	0.074375
CIT	0.53105
BICDL1	0.089552
RAB35	0.078199
GCN1	0.018959
RPLP0	0.0095134
PXN	0.092121
SIRT4	0.048086
PLA2G1B	0.0080893
MSI1	6.9207e-5
COX6A1	0.011246
TRIAP1	0.2062
GATC	0.0027278
SRSF9	0.010679
DYNLL1	0.0030568
COQ5	0.0051866
RNF10	0.0045219
POP5	0.0030969
CABP1	0.002445
MLEC	5.7714e-4
UNC119B	0.0045717
ACADS	0.022811
SPPL3	8.4687e-4
HNF1A	0.0021016
C12orf43	7.5038e-4
OASL	0.0016772
P2RX7	0.043172
P2RX4	0.02793
CAMKK2	0.0074486
ANAPC5	0.13606
RNF34	0.001898
KDM2B	0.0018716
ORAI1	0.40559
MORN3	0.28951
TMEM120B	0.14105
RHOF	4.6757e-4
SETD1B	4.5994e-4
HPD	0.00907
PSMD9	0.0023337
CFAP251	0.033415
BCL7A	0.034566
LRRC43	0.006309
IL31	0.0030992
B3GNT4	0.027381
DIABLO	0.058259
VPS33A	0.027158
CLIP1	0.009634
