GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
RHOBTB1	10	62629196	62761198	287	30	374117	0.86543	0.1934
TMEM26	10	63166401	63213208	117	18	390836	0.26904	0.39395
CABCOCO1	10	63422709	63526524	374	24	400161	-1.433	0.92407
ARID5B	10	63661013	63856707	454	56	394877	0.37518	0.35376
RTKN2	10	63942794	64028570	219	16	403358	1.1562	0.1238
ZNF365	10	64133916	64431771	885	69	388558	4.7903	8.3279e-07
ADO	10	64564516	64568239	7	2	413397	3.4507	0.00027958
EGR2	10	64571756	64578927	12	4	399075	3.5102	0.00022386
NRBF2	10	64893007	64914786	39	8	397737	0.34855	0.36371
JMJD1C	10	64926983	65225880	599	23	397136	0.88893	0.18702
REEP3	10	65281113	65384883	233	21	347206	-0.015292	0.5061
CTNNA3	10	67672276	69455949	6337	182	399106	1.3183	0.093697
LRRTM3	10	68685792	68861309	441	36	402220	-0.34047	0.63325
DNAJC12	10	69556427	69597937	69	13	397352	2.9392	0.0016452
SIRT1	10	69644427	69678147	88	11	396553	1.971	0.024362
HERC4	10	69681656	69835103	265	18	397434	2.2462	0.012347
MYPN	10	69865874	69971774	428	29	384025	0.65614	0.25587
ATOH7	10	69990352	69991870	3	2	401592	1.824	0.034076
PBLD	10	70042417	70096115	179	11	404864	0.88322	0.18856
HNRNPH3	10	70091768	70102953	20	5	401880	0.14177	0.44363
RUFY2	10	70100864	70167051	132	9	382166	-0.16783	0.56664
DNA2	10	70173821	70231878	191	16	403020	-1.3869	0.91726
SLC25A16	10	70242090	70287280	161	13	398336	-0.38306	0.64916
TET1	10	70320117	70454239	435	21	392812	3.5264	0.00021062
CCAR1	10	70480956	70552134	131	15	400286	2.0475	0.020304
STOX1	10	70587294	70655209	188	24	395255	2.05	0.020182
DDX50	10	70661034	70706603	124	17	391002	0.85842	0.19533
DDX21	10	70715879	70744825	54	13	390687	0.92507	0.17746
KIFBP	10	70748477	70776739	80	13	393861	0.012628	0.49496
SRGN	10	70847828	70864567	43	7	396676	0.40019	0.34451
VPS26A	10	70883908	70932617	110	11	396710	-0.61187	0.72969
SUPV3L1	10	70939993	70968854	68	9	390515	-1.0345	0.84955
HKDC1	10	70980059	71027315	173	29	401532	0.38693	0.3494
HK1	10	71029740	71161638	492	65	392109	0.42397	0.33579
TACR2	10	71163958	71176674	36	5	387236	1.1228	0.13077
TSPAN15	10	71176821	71271569	348	15	401617	0.22599	0.4106
NEUROG3	10	71331791	71333210	3	2	412418	1.022	0.1534
FAM241B	10	71390003	71393355	21	5	402274	-0.74477	0.77179
COL13A1	10	71561644	71718904	699	103	399885	-0.57781	0.71831
MACROH2A2	10	71812357	71872040	173	28	391457	-1.9397	0.97379
AIFM2	10	71872023	71892832	56	15	404479	-0.33722	0.63203
TYSND1	10	71897737	71906496	38	8	385802	-1.7648	0.9612
SAR1A	10	71909960	71930285	72	11	395618	-1.7202	0.9573
PPA1	10	71962586	71993667	115	16	402418	-1.2466	0.89373
NPFFR1	10	72014713	72043450	99	17	397275	0.11632	0.4537
LRRC20	10	72058726	72142406	301	29	398132	0.1633	0.43514
EIF4EBP2	10	72163861	72188374	42	8	395376	-0.068406	0.52727
NODAL	10	72191692	72201465	21	4	410364	0.00085107	0.49966
PALD1	10	72238564	72328206	366	40	393228	0.059707	0.47619
PRF1	10	72357104	72362531	14	5	408008	-1.5359	0.93772
ADAMTS14	10	72432559	72522197	432	48	404382	0.36902	0.35606
TBATA	10	72530995	72545157	68	19	403060	1.7603	0.039177
SGPL1	10	72575704	72640946	182	21	393004	-0.16078	0.56387
PCBD1	10	72642037	72648541	20	9	410312	-0.9226	0.82189
UNC5B	10	72972292	73062635	308	37	393328	0.70524	0.24033
SLC29A3	10	73079010	73123147	156	23	397620	1.0872	0.13848
CDH23	10	73156691	73575704	1300	152	389409	-0.68188	0.75234
C10orf105	10	73471458	73497581	60	11	383199	-0.30562	0.62005
VSIR	10	73507313	73533337	85	21	396051	0.78227	0.21703
PSAP	10	73576055	73611082	120	18	397549	0.45911	0.32308
CHST3	10	73724120	73773322	139	12	401875	1.7034	0.044248
SPOCK2	10	73818792	73848790	86	9	396032	-0.91914	0.82099
ASCC1	10	73855790	73976892	184	16	329155	-0.92751	0.82317
ANAPC16	10	73975758	73995618	19	8	384158	0.3569	0.36058
DDIT4	10	74033677	74035797	4	2	407080	0.42699	0.33469
DNAJB12	10	74092588	74114907	58	3	384476	0.15927	0.43673
MICU1	10	74127084	74385949	378	8	393066	-0.80232	0.78882
MCU	10	74451889	74647452	173	13	383613	-1.4538	0.927
OIT3	10	74653339	74692787	37	6	392495	-0.76833	0.77886
PLA2G12B	10	74694519	74714590	15	7	386381	-0.20276	0.58034
P4HA1	10	74766975	74856732	143	5	397812	1.0401	0.14914
NUDT13	10	74870133	74891583	44	2	397158	0.79706	0.21271
ECD	10	74894282	74927853	77	2	402839	0.94873	0.17138
FAM149B1	10	74927877	75002435	152	4	399227	1.0745	0.1413
DNAJC9	10	75002582	75007025	8	2	407556	1.2395	0.10758
MRPS16	10	75008601	75012451	8	2	354287	1.2232	0.11063
CFAP70	10	75013516	75119425	276	4	396127	1.2115	0.11285
ANXA7	10	75135189	75173841	64	4	392461	1.3509	0.088356
MSS51	10	75183337	75193319	6	3	370857	1.2872	0.099019
PPP3CB	10	75196563	75255782	49	9	358405	1.0286	0.15183
USP54	10	75257296	75335433	92	11	386328	1.1307	0.12908
MYOZ1	10	75391370	75401515	18	4	403575	1.0966	0.13642
SYNPO2L	10	75404639	75415832	11	2	395261	1.1507	0.12493
AGAP5	10	75434033	75464357	9	3	373443	1.1133	0.13279
SEC24C	10	75504039	75531933	42	8	379351	1.368	0.085653
FUT11	10	75531830	75535977	4	1	413466	1.5922	0.055671
ZSWIM8	10	75545334	75561556	8	3	400231	0.61976	0.26771
NDST2	10	75561669	75571589	11	4	405223	0.94562	0.17217
CAMK2G	10	75572259	75634349	75	10	398189	1.5576	0.059666
C10orf55	10	75669727	75682535	19	4	410218	0.18231	0.42767
PLAU	10	75670862	75677259	9	2	413256	-0.34311	0.63424
VCL	10	75757836	75879918	185	24	384317	2.5739	0.0050282
AP3M1	10	75880015	75910826	61	7	398476	2.6586	0.0039237
ADK	10	75910943	76469061	846	27	396569	3.6346	0.00013921
KAT6B	10	76584685	76792380	232	18	389675	0.72332	0.23474
DUSP29	10	76797230	76833383	99	17	397326	1.2532	0.10507
DUSP13	10	76854190	76868976	45	10	389956	1.5676	0.058489
SAMD8	10	76871275	76941881	141	16	392499	1.0147	0.15512
VDAC2	10	76969912	76991206	44	11	386032	-1.3003	0.90325
COMTD1	10	76992760	76995802	6	2	375011	-0.90996	0.81858
ZNF503	10	77157602	77161513	2	1	388389	0.013279	0.4947
LRMDA	10	77191217	78317133	2209	150	391880	2.6676	0.0038198
KCNMA1	10	78629359	79397577	2001	151	397834	2.7028	0.0034378
DLG5	10	79550549	79686348	379	18	390315	0.011451	0.49543
POLR3A	10	79734907	79789298	75	13	390322	0.68203	0.24761
RPS24	10	79793518	79816571	39	8	386282	0.7367	0.23065
ZMIZ1	10	80828751	81076285	777	94	395366	1.7992	0.035995
PPIF	10	81107220	81115090	17	4	405561	2.0779	0.018861
ZCCHC24	10	81142081	81205383	250	44	401511	1.0422	0.14866
EIF5AL1	10	81272357	81276196	7	2	406014	0.2893	0.38617
SFTPA2	10	81315608	81320177	32	9	388489	0.62615	0.26561
SFTPA1	10	81370651	81375199	23	6	400605	-0.15184	0.56034
NUTM2B	10	81460192	81472722	2	1	411573	1.2877	0.098929
SFTPD	10	81697496	81708861	47	10	387357	-0.44272	0.67102
TMEM254	10	81838402	81852307	48	10	399727	-0.39714	0.65437
PLAC9	10	81892258	81904784	70	13	406063	0.18343	0.42723
ANXA11	10	81914880	81965433	200	21	397616	0.30368	0.38069
MAT1A	10	82031576	82049721	59	11	407375	1.3556	0.087613
DYDC1	10	82095858	82116523	47	10	403124	0.279	0.39012
DYDC2	10	82104501	82127829	76	9	403835	0.16789	0.43334
PRXL2A	10	82167585	82192753	65	12	383010	0.2884	0.38652
TSPAN14	10	82214038	82282394	157	23	397030	1.6037	0.054395
SH2D4B	10	82297658	82406316	432	40	399681	-0.3984	0.65483
NRG3	10	83635070	84746935	3047	153	394822	1.3317	0.091479
GHITM	10	85899185	85913311	43	10	411064	3.9119	4.578e-05
GPR15LG	10	85933511	85945050	32	8	393852	1.7857	0.037077
CDHR1	10	85954391	85979377	80	12	394244	0.95125	0.17074
LRIT2	10	85980241	85985339	20	6	379736	-0.72918	0.76705
LRIT1	10	85991276	86001217	33	6	385225	1.4275	0.076724
RGR	10	86004809	86018944	54	13	405048	-0.33294	0.63041
CCSER2	10	86088342	86278276	534	19	401795	-0.21778	0.5862
GRID1	10	87359312	88126250	2212	135	397102	1.1612	0.12277
WAPL	10	88195013	88281541	228	22	398715	-0.61938	0.73217
OPN4	10	88414314	88426217	45	11	350078	-0.3267	0.62805
LDB3	10	88426542	88495829	255	32	379806	1.6657	0.047884
BMPR1A	10	88516396	88684945	385	24	398936	1.8574	0.031625
MMRN2	10	88695297	88717425	51	7	401865	0.54346	0.29341
SNCG	10	88717504	88723017	22	5	382143	0.999	0.1589
ADIRF	10	88728188	88730666	6	1	410382	0.84619	0.19872
AGAP11	10	88728239	88769960	107	17	397407	1.0157	0.15488
FAM25A	10	88780046	88784487	15	4	392168	0.2053	0.41867
GLUD1	10	88809959	88854776	96	14	343711	0.18522	0.42653
SHLD2	10	88854953	88951225	166	17	368282	0.63042	0.26421
NUTM2A	10	88983616	88995645	2	1	218686	-0.76995	0.77933
MINPP1	10	89264223	89313218	84	15	397246	0.79129	0.21439
PAPSS2	10	89419476	89507462	255	24	401502	0.76388	0.22247
ATAD1	10	89511608	89601111	148	10	395045	1.8362	0.033163
KLLN	10	89618918	89623194	1	1	413466	-0.59656	0.7246
PTEN	10	89623195	89728532	126	27	395811	-0.69925	0.7578
RNLS	10	90033621	90343611	671	37	397451	-0.59653	0.72459
LIPJ	10	90346519	90366733	27	7	407032	-2.4297	0.99244
LIPF	10	90424146	90438572	41	11	370615	0.65955	0.25477
LIPK	10	90484301	90512513	155	9	400777	-1.3467	0.91096
LIPN	10	90519786	90538648	78	12	398924	-0.029626	0.51182
LIPM	10	90562487	90580315	38	11	391329	0.53587	0.29602
ANKRD22	10	90579656	90611732	79	16	374356	-0.19984	0.5792
STAMBPL1	10	90639597	90735343	190	22	378479	-0.93153	0.82421
ACTA2	10	90694831	90751147	126	28	391828	-1.0088	0.84346
FAS	10	90750288	90775542	102	13	402567	-1.3321	0.90859
CH25H	10	90965694	90967071	5	2	397491	0.054453	0.47829
LIPA	10	90973326	91011660	104	21	396977	-0.14045	0.55585
IFIT2	10	91061706	91069033	12	5	380444	0.82708	0.2041
IFIT3	10	91087602	91100725	70	9	365987	0.49049	0.31189
IFIT1B	10	91137813	91144962	13	4	399583	0.47455	0.31755
IFIT1	10	91152303	91166244	34	9	399787	-0.0017188	0.50069
IFIT5	10	91174031	91180759	27	8	399943	0.72405	0.23452
SLC16A12	10	91190051	91295497	283	32	395963	-1.7216	0.95743
PANK1	10	91339254	91405329	257	22	403664	-0.16676	0.56622
KIF20B	10	91461264	91534700	219	10	406434	-0.41597	0.66128
HTR7	10	92500575	92617671	303	19	400102	-0.44639	0.67234
RPP30	10	92631709	92668312	72	10	393029	0.29749	0.38305
ANKRD1	10	92671857	92681032	12	5	409049	0.017844	0.49288
PCGF5	10	92922769	93044088	257	21	398510	0.51038	0.30489
HECTD2	10	93169037	93274586	145	10	354926	-0.74103	0.77066
PPP1R3C	10	93388197	93392858	6	4	410010	0.73049	0.23254
TNKS2	10	93558151	93625232	156	14	407884	0.51152	0.30449
FGFBP3	10	93666345	93669258	6	3	401026	0.19074	0.42437
BTAF1	10	93683526	93790755	184	14	403899	-0.015287	0.5061
CPEB3	10	93806452	94050875	308	17	389571	0.37006	0.35567
MARCHF5	10	94050920	94113721	81	11	391131	0.94248	0.17297
IDE	10	94211441	94333852	276	24	398676	-0.72289	0.76513
KIF11	10	94352825	94415152	228	23	377598	-0.74665	0.77236
HHEX	10	94449681	94455408	7	2	409793	-1.0837	0.86074
EXOC6	10	94590887	94819251	516	21	384018	0.048659	0.4806
CYP26C1	10	94820565	94829304	17	5	360472	0.14637	0.44181
CYP26A1	10	94833232	94837641	7	2	289888	-0.16248	0.56454
MYOF	10	95066186	95242190	640	51	398873	-0.47727	0.68342
CEP55	10	95256369	95288849	116	14	407751	0.49499	0.3103
FFAR4	10	95326422	95349829	80	15	401755	0.20253	0.41975
RBP4	10	95351593	95361101	46	6	411735	0.26354	0.39607
PDE6C	10	95372345	95425430	189	28	403138	0.79564	0.21312
FRA10AC1	10	95427640	95462329	99	9	402286	1.1107	0.13336
LGI1	10	95517566	95557916	113	19	387243	1.7992	0.035991
SLC35G1	10	95653730	95663581	17	3	408436	1.6119	0.053488
PLCE1	10	95753746	96088149	637	50	397117	-1.2074	0.88635
NOC3L	10	96092989	96122715	75	10	399313	0.85147	0.19725
TBC1D12	10	96161956	96296089	201	17	380910	0.88739	0.18743
HELLS	10	96305535	96362628	108	9	401990	0.12873	0.44879
CYP2C18	10	96443251	96495947	135	16	394481	2.2415	0.012498
CYP2C19	10	96522463	96612671	229	16	394996	1.6479	0.049689
CYP2C9	10	96698350	96749486	173	18	393805	1.6628	0.048175
CYP2C8	10	96796529	96829255	135	16	405697	0.57343	0.28318
ACSM6	10	96953957	96988686	95	6	409257	-0.78529	0.78386
PDLIM1	10	96997325	97050905	173	23	407285	-0.36539	0.64259
SORBS1	10	97071530	97321171	829	63	390214	-0.38799	0.65099
ALDH18A1	10	97365686	97416759	179	21	396723	-0.20497	0.5812
TCTN3	10	97423153	97453900	63	14	400753	-0.46693	0.67973
ENTPD1	10	97471536	97637023	464	23	401811	-0.68749	0.75411
NA	10	97667722	97698415	103	17	390196	-0.79399	0.7864
CC2D2B	10	97721331	97793496	198	29	393354	-1.8203	0.96565
CCNJ	10	97803159	97820627	27	8	400134	-1.0915	0.86247
ZNF518A	10	97889472	97923517	77	14	396816	-1.2401	0.89254
BLNK	10	97951455	98031333	255	40	391497	0.84223	0.19983
DNTT	10	98064085	98098321	91	10	387831	-0.45023	0.67373
OPALIN	10	98102973	98119092	56	10	398544	-0.12914	0.55138
TLL2	10	98124363	98273683	419	41	390752	-0.41124	0.65955
TM9SF3	10	98277867	98346809	157	13	385259	1.8718	0.030616
PIK3AP1	10	98353069	98480279	333	41	401293	0.21775	0.41381
LCOR	10	98592017	98724198	161	12	337274	1.5341	0.0625
NA	10	98741041	98745585	5	3	286313	-0.20382	0.58075
SLIT1	10	98757795	98945683	520	58	393536	0.50012	0.3085
ARHGAP19	10	98981930	99052430	204	15	400540	1.4281	0.076632
FRAT1	10	99079022	99081672	5	2	413369	1.9719	0.024308
FRAT2	10	99092254	99094458	2	1	413225	1.5794	0.057119
RRP12	10	99116458	99161127	168	7	405888	1.9294	0.026838
PGAM1	10	99186027	99193198	10	5	383188	0.32737	0.37169
EXOSC1	10	99195666	99205808	22	6	400170	-0.72489	0.76574
ZDHHC16	10	99205900	99217127	14	4	375677	0.0055778	0.49777
MMS19	10	99218081	99258521	68	11	393720	0.48466	0.31396
UBTD1	10	99258768	99330960	162	19	365226	0.4328	0.33258
ANKRD2	10	99332256	99343641	25	5	369398	0.3811	0.35156
HOGA1	10	99344102	99372559	72	16	370927	1.2892	0.098666
C10orf62	10	99349450	99350691	3	1	413466	1.9178	0.027571
MORN4	10	99374310	99393913	34	5	391732	-0.081734	0.53257
PI4K2A	10	99400443	99436187	69	7	383786	-0.26326	0.60383
AVPI1	10	99437181	99447015	34	7	375505	-0.97676	0.83566
MARVELD1	10	99473465	99477909	5	2	413369	-0.79456	0.78656
ZFYVE27	10	99496878	99520664	76	7	404387	0.54489	0.29291
SFRP5	10	99526508	99531756	9	2	360377	0.46574	0.3207
GOLGA7B	10	99609995	99631335	38	7	408229	1.4435	0.074439
CRTAC1	10	99624757	99790585	312	38	400529	1.1671	0.12158
R3HCC1L	10	99894381	100004654	178	16	396020	1.826	0.033929
LOXL4	10	100007443	100028007	50	7	394929	1.9622	0.024871
PYROXD2	10	100143322	100174978	151	9	404978	2.5632	0.0051856
HPS1	10	100175955	100206720	112	17	397681	1.0254	0.1526
HPSE2	10	100216834	100995632	1742	52	402194	2.3085	0.010486
CNNM1	10	101088856	101154087	135	21	398638	1.1281	0.12963
GOT1	10	101156627	101190530	52	10	404006	-0.36566	0.64269
NKX2-3	10	101292690	101296281	8	2	413160	-1.2904	0.90154
SLC25A28	10	101370275	101419039	110	6	407691	-0.92183	0.82169
ENTPD7	10	101419263	101471002	86	9	386157	-1.3913	0.91794
COX15	10	101455886	101492423	52	7	401389	-1.1224	0.86915
CUTC	10	101491958	101515894	33	9	388926	0.011027	0.4956
ABCC2	10	101542457	101611662	137	15	404531	-0.52125	0.6989
DNMBP	10	101635334	101769676	380	21	401573	0.74959	0.22675
CPN1	10	101802065	101841642	113	18	355701	2.7793	0.0027237
ERLIN1	10	101909847	101945814	68	8	306911	2.3833	0.0085785
CHUK	10	101948123	101989367	82	10	343869	4.363	6.4148e-06
CWF19L1	10	101992055	102027437	94	9	358046	4.5858	2.2614e-06
BLOC1S2	10	102033035	102046469	22	6	369383	4.3266	7.5732e-06
PKD2L1	10	102047903	102090243	101	17	378587	2.8453	0.0022186
SCD	10	102106772	102124588	33	8	403801	-0.25911	0.60223
WNT8B	10	102222812	102243399	35	3	390100	-1.654	0.95094
SEC31B	10	102246397	102279711	52	4	407842	-1.7591	0.96072
NDUFB8	10	102283497	102289640	7	2	398177	-1.1852	0.88203
HIF1AN	10	102295641	102313681	47	4	373902	-1.4555	0.92723
PAX2	10	102495316	102589698	194	25	392780	1.3629	0.086458
SLF2	10	102672326	102724891	75	12	397919	-1.2017	0.88526
SEMA4G	10	102729254	102745373	24	5	403638	-1.2852	0.90063
MRPL43	10	102737579	102747272	19	6	402423	-2.0808	0.98127
TWNK	10	102747293	102754159	13	2	391322	-1.8287	0.96628
LZTS2	10	102756864	102767593	28	6	407660	-1.349	0.91133
PDZD7	10	102767440	102790914	65	20	387154	1.051	0.14662
SFXN3	10	102790996	102800998	17	9	388136	0.52865	0.29852
KAZALD1	10	102820999	102827888	10	5	409063	0.15075	0.44008
TLX1	10	102891061	102897546	13	5	413192	-1.5082	0.93425
LBX1	10	102986733	102989954	3	2	403500	1.3274	0.092192
BTRC	10	103113790	103317078	384	13	399544	1.9233	0.027219
DPCD	10	103330399	103369410	68	8	405146	2.2346	0.012721
POLL	10	103338639	103348027	16	2	411268	2.6152	0.0044589
FBXW4	10	103370421	103455345	99	11	396511	2.0161	0.021894
FGF8	10	103529887	103540126	5	3	405354	1.5398	0.061804
NPM3	10	103541082	103543170	3	1	413466	1.6841	0.04608
OGA	10	103544200	103578930	42	8	399580	0.91507	0.18008
KCNIP2	10	103585731	103603769	25	8	384117	1.8354	0.033223
ARMH3	10	103605356	103815932	262	22	389579	1.7032	0.04427
HPS6	10	103825124	103827795	2	1	413466	1.3076	0.095509
LDB1	10	103866315	103880210	20	9	356840	0.99583	0.15967
PPRC1	10	103892787	103910090	18	7	343632	1.5445	0.061232
NOLC1	10	103911933	103923627	12	3	390360	1.6878	0.045729
ELOVL3	10	103986143	103989346	4	1	412532	0.67613	0.24948
PITX3	10	103989946	104001231	17	3	411572	0.95844	0.16892
GBF1	10	104005255	104142656	193	23	377493	1.1318	0.12887
NFKB2	10	104153867	104162286	13	7	339457	-0.54837	0.70828
PSD	10	104162374	104179691	22	8	391946	1.4462	0.074065
FBXL15	10	104178979	104182894	3	2	339073	-0.2178	0.58621
CUEDC2	10	104183002	104192423	13	4	381331	0.27283	0.39249
C10orf95	10	104209594	104211300	2	1	413361	0.37598	0.35346
MFSD13A	10	104221149	104239546	61	6	399662	1.1857	0.11786
ACTR1A	10	104238986	104262580	64	4	392061	0.32809	0.37142
SUFU	10	104263719	104393214	275	13	387615	2.26	0.011909
TRIM8	10	104403326	104418076	20	7	393558	1.3518	0.08822
ARL3	10	104433484	104474190	64	11	404039	2.4724	0.0067107
SFXN2	10	104474298	104498947	40	9	371201	1.8822	0.029903
WBP1L	10	104503727	104576022	208	23	395716	2.0343	0.02096
CYP17A1	10	104590288	104597290	19	4	390118	2.9835	0.0014249
BORCS7	10	104613967	104624718	23	6	400624	3.4701	0.00026012
AS3MT	10	104629183	104661656	102	11	404730	3.2055	0.00067409
CNNM2	10	104678075	104838344	373	19	400674	2.3912	0.0083975
NT5C2	10	104847774	104953063	231	18	396165	2.614	0.004474
RPEL1	10	105005644	105007773	3	2	408661	-1.6229	0.94769
INA	10	105036919	105050108	20	5	399058	0.21875	0.41342
PCGF6	10	105062553	105110891	57	11	391286	0.46056	0.32256
TAF5	10	105127724	105148822	19	4	386798	0.3202	0.37441
ATP5MK	10	105148807	105156270	7	3	410742	1.0651	0.1434
PDCD11	10	105156387	105206052	65	12	382327	0.56871	0.28478
CALHM2	10	105206543	105212162	8	5	353645	0.20539	0.41863
CALHM1	10	105213144	105218648	11	4	390347	1.4613	0.071971
CALHM3	10	105232561	105238997	9	3	387729	1.2818	0.09995
NEURL1	10	105253735	105352309	252	26	402510	2.1363	0.016326
SH3PXD2A	10	105353784	105615195	647	62	394526	1.5983	0.054983
STN1	10	105637316	105678045	95	9	404969	0.0024286	0.49903
SLK	10	105726943	105788991	159	11	368861	-1.4715	0.92942
COL17A1	10	105791046	105845638	88	15	380531	-0.87246	0.80852
SFR1	10	105880059	105886143	18	4	390859	1.6746	0.047008
CFAP43	10	105889646	105992124	216	23	393501	2.0781	0.018851
GSTO1	10	106013952	106027222	17	7	406265	1.8418	0.032749
GSTO2	10	106028174	106059176	42	8	398330	1.7618	0.039047
ITPRIP	10	106069454	106098251	57	10	373464	1.1011	0.13543
CFAP58	10	106099377	106214848	177	26	396128	1.1021	0.1352
SORCS3	10	106400859	107024993	1748	50	399594	3.4768	0.00025372
SORCS1	10	108333421	108924466	1553	105	380648	0.22606	0.41058
XPNPEP1	10	111624524	111683311	105	13	369846	4.8995	4.8029e-07
ADD3	10	111765627	111895323	160	19	394009	5.9116	1.6937e-09
MXI1	10	111967288	112047123	202	20	397620	1.7649	0.038787
SMNDC1	10	112052798	112064707	24	6	407691	1.0569	0.14529
DUSP5	10	112257625	112271302	25	5	385406	0.94476	0.17239
SMC3	10	112327449	112364392	88	8	405526	0.24391	0.40365
RBM20	10	112404155	112599227	625	51	402270	0.79381	0.21365
PDCD4	10	112631553	112659764	58	12	404366	1.1715	0.1207
BBIP1	10	112658488	112679124	45	12	396052	1.3686	0.085555
SHOC2	10	112679301	112773425	182	22	397314	1.7112	0.043525
ADRA2A	10	112836790	112840665	6	3	412931	0.52877	0.29848
GPAM	10	113907971	113975153	135	17	401164	-0.78823	0.78472
TECTB	10	114043213	114064793	65	18	409024	1.9568	0.025187
ACSL5	10	114133916	114188138	97	11	402014	2.7039	0.0034261
ZDHHC6	10	114190058	114207301	30	6	391141	3.3897	0.00034981
VTI1A	10	114206756	114578503	793	80	384071	0.55935	0.28796
TCF7L2	10	114709978	114927437	461	65	373337	0.35465	0.36142
HABP2	10	115310590	115349361	168	29	398774	1.557	0.059738
NRAP	10	115348583	115423829	272	22	402623	0.70922	0.23909
CASP7	10	115438921	115490668	150	17	403585	1.2647	0.10299
PLEKHS1	10	115511213	115542192	84	10	399284	0.97827	0.16397
DCLRE1A	10	115594483	115614163	15	5	339844	1.4786	0.06962
NHLRC2	10	115614391	115672265	49	12	387393	0.73265	0.23189
ADRB1	10	115803806	115806667	3	2	325135	-0.67123	0.74896
CCDC186	10	115880615	115934364	99	10	406374	1.1964	0.11578
TDRD1	10	115939015	115992425	126	12	402686	0.49991	0.30857
VWA2	10	115999013	116054259	142	24	399460	0.4498	0.32643
AFAP1L2	10	116041248	116164515	330	49	396936	-0.81875	0.79353
ABLIM1	10	116190869	116444762	703	65	401426	2.9114	0.0017992
