GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
ZDHHC12	9	131483148	131486451	1	1	1523633	-0.3246	0.62726
ZER1	9	131492065	131534220	11	3	1318554	0.25653	0.39877
TBC1D13	9	131549510	131572711	13	3	1547883	2.8245	0.0023679
ENDOG	9	131580779	131584955	4	2	1571670	3.6416	0.00013549
SPOUT1	9	131581930	131592299	10	2	1513485	3.3073	0.00047105
KYAT1	9	131595392	131644354	11	4	1538948	3.7242	9.796e-05
LRRC8A	9	131644391	131680318	20	8	1378384	3.9883	3.3273e-05
PHYHD1	9	131683174	131704322	9	2	1446617	1.5283	0.063214
NUP188	9	131709972	131769375	16	4	1472787	1.7104	0.043595
SH3GLB2	9	131770313	131790604	6	2	1459370	2.084	0.01858
MIGA2	9	131798899	131834361	7	2	1442568	3.9082	4.6503e-05
DOLPP1	9	131843383	131852717	7	3	1361462	5.0468	2.246e-07
CRAT	9	131857073	131873070	6	3	1185970	4.8142	7.3904e-07
PTPA	9	131873183	131911225	25	4	1346728	4.508	3.2724e-06
IER5L	9	131937831	131940540	1	1	1587701	3.3311	0.00043257
LINC02913	9	132083295	132084882	1	1	1531514	0.5332	0.29695
NTMT1	9	132371036	132397879	22	5	1534607	1.8903	0.02936
C9orf50	9	132374504	132383055	6	3	1498244	0.92534	0.1774
ASB6	9	132396883	132404496	4	2	1532183	1.2653	0.10288
PRRX2	9	132427920	132484953	21	8	1423002	1.3729	0.084884
PTGES	9	132500615	132515344	10	3	1467328	1.3162	0.094058
TOR1B	9	132565428	132573563	7	2	1572935	2.7715	0.0027902
TOR1A	9	132575221	132586441	2	1	1562969	3.7823	7.7682e-05
C9orf78	9	132589564	132597572	7	1	1538731	2.6122	0.0044985
USP20	9	132597696	132644121	46	4	1561337	3.1788	0.00073931
FNBP1	9	132649458	132805473	48	11	1522365	2.7328	0.0031397
GPR107	9	132815985	132902448	36	8	1556231	4.3723	6.1467e-06
NCS1	9	132934857	132999583	34	8	1456345	0.53092	0.29774
HMCN2	9	133223389	133309510	48	17	1522275	4.6884	1.3764e-06
ASS1	9	133320094	133376661	43	11	1542461	6.3993	7.8025e-11
FUBP3	9	133454954	133513739	21	6	1512183	6.1094	5e-10
PRDM12	9	133539981	133558384	14	4	1560982	7.4341	5.2632e-14
EXOSC2	9	133569158	133580452	5	3	1454904	3.8939	4.9322e-05
ABL1	9	133588266	133763062	74	13	1516315	7.1259	5.1696e-13
QRFP	9	133768815	133769225	1	1	1575107	2.3943	0.0083258
FIBCD1	9	133777825	133814455	16	5	1515107	4.4375	4.5502e-06
LAMC3	9	133884504	133968446	60	18	1441188	1.8241	0.034069
AIF1L	9	133971863	133998539	11	3	1349763	1.9797	0.023868
NUP214	9	134000948	134110057	34	4	1498914	1.078	0.14052
FAM78A	9	134133465	134151906	12	4	1412249	0.68473	0.24676
PLPP7	9	134165069	134184649	10	2	1464438	0.63729	0.26197
PRRC2B	9	134305477	134375584	39	5	1554671	4.6838	1.4083e-06
POMT1	9	134378282	134399193	19	2	1563424	3.3839	0.00035732
UCK1	9	134399183	134406662	3	1	1560651	4.8141	7.395e-07
RAPGEF1	9	134452157	134615364	101	15	1577777	7.6331	1.1456e-14
MED27	9	134735497	134955274	70	10	1507852	1.0264	0.15236
NTNG2	9	135037334	135118224	55	14	1458588	3.9982	3.1912e-05
SETX	9	135136827	135232113	57	7	1577275	0.78718	0.21559
TTF1	9	135250935	135282238	17	5	1507546	0.91118	0.1811
CFAP77	9	135285430	135448734	105	29	1508826	3.0822	0.0010275
BARHL1	9	135457993	135465640	2	1	1534770	1.7349	0.041383
DDX31	9	135468384	135545788	49	9	1508083	1.9094	0.028106
GTF3C4	9	135545728	135565471	13	3	1530366	1.0493	0.14701
AK8	9	135600958	135754198	73	15	1500998	4.3703	6.2032e-06
SPACA9	9	135754282	135765419	6	2	1536449	4.4086	5.2009e-06
TSC1	9	135766735	135820094	29	6	1568609	5.1056	1.6486e-07
GFI1B	9	135820888	135867084	28	13	1423540	2.2357	0.012687
GTF3C5	9	135906062	135933890	8	2	1585921	1.4682	0.071021
NA	9	135933468	135936777	5	2	1587989	1.7616	0.039067
RALGDS	9	135973107	136024607	22	5	1466293	3.5053	0.00022804
GBGT1	9	136028335	136039320	6	2	1438325	2.5654	0.0051525
OBP2B	9	136080666	136084714	3	1	1500746	6.1094	5e-10
ABO	9	136130563	136150630	36	6	1547974	4.1847	1.4279e-05
SURF6	9	136197543	136203047	6	3	1501446	5.7641	4.105e-09
MED22	9	136207751	136215011	8	4	1520313	5.3848	3.6254e-08
RPL7A	9	136215069	136218280	2	1	1590332	-0.66315	0.74638
SURF1	9	136218660	136223361	6	3	1520982	4.8689	5.6114e-07
SURF2	9	136223421	136228041	3	1	1436396	4.0318	2.7681e-05
SURF4	9	136228325	136244820	8	3	1431482	4.6325	1.8064e-06
STKLD1	9	136243284	136271220	16	3	1563063	2.5448	0.0054678
REXO4	9	136271182	136283292	12	3	1443036	2.6856	0.0036196
ADAMTS13	9	136279459	136324525	24	6	1540941	5.953	1.3161e-09
CACFD1	9	136325087	136335909	8	4	1506776	7.0813	7.1407e-13
SLC2A6	9	136336216	136344276	3	1	1558492	4.0878	2.1779e-05
ADAMTSL2	9	136397286	136440641	24	9	1294991	7.9154	1.2323e-15
FAM163B	9	136442141	136474472	15	5	1573995	7.4866	3.5339e-14
DBH	9	136501485	136524466	36	12	1522009	1.9233	0.02722
SARDH	9	136528682	136605077	49	12	1501076	1.5629	0.059043
VAV2	9	136627016	136857496	142	40	1485282	3.2124	0.00065817
BRD3	9	136895427	136933655	22	5	1505833	7.8309	2.4226e-15
WDR5	9	137000801	137025094	9	3	1528385	6.1539	3.7802e-10
RXRA	9	137218316	137332431	47	10	1482578	6.5435	3.0053e-11
COL5A1	9	137533651	137736689	131	32	1481148	2.5432	0.0054918
FCN2	9	137772658	137779366	10	2	1581360	0.1508	0.44007
FCN1	9	137797711	137809849	14	2	1505568	0.53847	0.29513
OLFM1	9	137967089	138013030	36	14	1501242	0.71089	0.23857
LINC02907	9	138235095	138238408	3	2	1383004	1.8758	0.030344
PPP1R26	9	138371545	138380739	5	1	1551655	1.6728	0.047183
PIERCE1	9	138387026	138391761	6	1	1502915	2.0058	0.022436
MRPS2	9	138392477	138396519	3	1	1329494	3.6135	0.00015103
OBP2A	9	138437885	138441815	1	1	1468689	-0.2886	0.61356
PAEP	9	138453601	138458622	5	2	1337788	1.7704	0.038332
GLT6D1	9	138515502	138531386	25	6	1489269	1.7335	0.0415
LCN9	9	138555168	138562577	5	1	1574170	-0.24472	0.59666
SOHLH1	9	138585253	138591374	6	1	1571103	-0.42764	0.66554
KCNT1	9	138594031	138684993	38	11	1480252	-0.51306	0.69605
CAMSAP1	9	138700333	138799060	33	6	1529576	0.23466	0.40724
NA	9	138727858	138731145	1	1	1580581	-0.062112	0.52476
UBAC1	9	138824815	138853226	10	3	1433187	2.1867	0.014382
NACC2	9	138898383	138987131	33	13	1347319	2.5792	0.004951
LHX3	9	139088096	139096955	3	1	1466923	3.6316	0.00014084
QSOX2	9	139098179	139137687	16	5	1430117	6.9965	1.3123e-12
GPSM1	9	139221932	139254057	9	4	1479428	6.1094	5e-10
DNLZ	9	139256352	139268111	9	3	1544614	6.1094	5e-10
CARD9	9	139258408	139268133	7	2	1544867	6.1094	5e-10
SNAPC4	9	139270021	139294655	11	2	1506410	6.1094	5e-10
ENTR1	9	139296374	139305054	7	3	1551097	6.1094	5e-10
PMPCA	9	139305110	139318213	7	2	1573179	6.1094	5e-10
INPP5E	9	139323067	139334305	5	2	1578778	6.1094	5e-10
SEC16A	9	139334548	139379297	19	5	1474287	6.1094	5e-10
C9orf163	9	139377947	139380519	1	1	1444022	9.215	1.556e-20
NOTCH1	9	139388896	139440238	21	7	1420950	8.133	2.0944e-16
EGFL7	9	139553308	139567130	6	2	1388922	-0.26292	0.60369
AGPAT2	9	139567595	139581911	10	5	1273409	2.8515	0.0021757
DIPK1B	9	139607024	139619170	4	2	1358658	6.9258	2.1672e-12
LCN10	9	139632619	139637411	3	1	1555388	3.0578	0.001115
LCN6	9	139638469	139642980	3	2	1352498	2.4066	0.0080516
LCN8	9	139648838	139652995	5	1	1521004	4.3123	8.0801e-06
LCN15	9	139654086	139658965	2	1	1564955	4.2167	1.2395e-05
TMEM141	9	139685777	139687769	1	1	1580119	2.0628	0.019564
CCDC183	9	139690033	139702364	10	2	1490477	3.8603	5.6623e-05
RABL6	9	139702374	139735639	12	3	1268317	1.9395	0.026221
PHPT1	9	139743256	139745490	3	2	1349840	3.1672	0.00076967
MAMDC4	9	139746819	139755251	2	1	1568585	2.8536	0.0021611
TRAF2	9	139776341	139821853	13	2	1579114	2.5228	0.0058216
NPDC1	9	139933909	139941147	1	1	913884	-0.14201	0.55646
EXD3	9	140201346	140317714	5	3	834286	-0.12626	0.55024
PNPLA7	9	140354404	140445021	2	1	693020	0.62866	0.26479
EHMT1	9	140513444	140730579	2	1	1011211	-0.40354	0.65673
CACNA1B	9	140772241	141019076	3	2	1129902	2.66	0.0039073
ZMYND11	10	180405	300577	33	6	1552807	4.1896	1.3971e-05
DIP2C	10	320130	735621	151	24	1567297	4.3449	6.9667e-06
LARP4B	10	852854	977645	37	6	1549876	4.9982	2.8927e-07
GTPBP4	10	1034349	1063708	20	4	1468411	3.6189	0.00014793
IDI2	10	1064847	1071799	10	4	1489666	2.9633	0.0015216
IDI1	10	1085963	1095061	4	2	1588606	2.478	0.0066065
WDR37	10	1095423	1178237	45	9	1502286	2.1235	0.016855
ADARB2	10	1223253	1779670	450	105	1487081	7.0407	9.5629e-13
PFKP	10	3109667	3178997	83	25	1489512	6.7309	8.431e-12
PITRM1	10	3179919	3215033	53	8	1550819	6.1094	5e-10
KLF6	10	3818188	3827473	8	4	1435940	6.7685	6.5073e-12
AKR1E2	10	4868369	4890254	26	5	1594286	4.4382	4.5364e-06
AKR1C1	10	5005454	5020158	9	2	1579993	6.1094	5e-10
AKR1C2	10	5029967	5060225	11	4	1541594	7.2609	1.9233e-13
AKR1C3	10	5090958	5149878	50	12	1520004	7.6776	8.1078e-15
AKR1C4	10	5238798	5260910	21	6	1430510	8.0009	6.1778e-16
UCN3	10	5406976	5416169	3	1	1594229	2.0916	0.018238
TUBAL3	10	5435061	5446793	12	2	1591549	5.2691	6.855e-08
NET1	10	5454514	5501019	13	2	1588476	5.8332	2.7184e-09
CALML5	10	5540658	5541533	1	1	1571359	-0.68528	0.75342
CALML3	10	5566924	5568231	3	2	1514031	2.6449	0.0040853
ASB13	10	5680820	5708558	27	11	1457499	5.2217	8.8662e-08
TASOR2	10	5726801	5807742	49	10	1558470	8.035	4.6783e-16
GDI2	10	5807186	5855512	17	4	1507354	7.9371	1.0349e-15
ANKRD16	10	5903593	5931860	25	4	1589646	1.9546	0.025316
FBH1	10	5931535	5979558	51	9	1480838	3.4187	0.00031465
IL15RA	10	5994334	6020150	33	13	1442861	2.0634	0.019537
IL2RA	10	6052657	6104333	46	14	1433745	1.6387	0.050642
RBM17	10	6130949	6159422	14	4	1297182	3.771	8.1282e-05
PFKFB3	10	6186843	6277508	75	31	1347622	4.4201	4.933e-06
PRKCQ	10	6435558	6622254	158	34	1489859	2.3795	0.0086681
SFMBT2	10	7200586	7453448	138	30	1524643	5.4219	2.9479e-08
ITIH5	10	7601232	7708961	104	31	1429053	3.3073	0.00047092
ITIH2	10	7745236	7791483	28	8	1542297	2.5368	0.0055931
KIN	10	7792925	7829990	27	8	1439844	3.7059	0.00010531
ATP5F1C	10	7830093	7849764	10	2	1594395	4.2399	1.118e-05
TAF3	10	7860467	8057016	106	16	1549496	2.8744	0.0020243
GATA3	10	8087294	8117164	29	7	1514950	3.0537	0.0011302
CELF2	10	10838851	11378674	421	73	1523765	5.0673	2.0173e-07
USP6NL	10	11502509	11653679	46	8	1572999	1.1781	0.11938
ECHDC3	10	11784356	11806065	17	4	1407756	2.1115	0.017364
PROSER2	10	11865295	11914276	25	7	1544755	7.8514	2.0571e-15
UPF2	10	11962021	12085169	43	8	1565036	7.7967	3.1767e-15
DHTKD1	10	12110916	12165227	20	5	1402642	7.507	3.0253e-14
SEC61A2	10	12171640	12211957	23	2	1590678	7.8789	1.6514e-15
NUDT5	10	12209573	12238143	12	4	1580312	7.1724	3.6843e-13
CDC123	10	12237961	12292589	25	5	1540920	6.1143	4.8491e-10
CAMK1D	10	12391583	12871735	382	89	1527995	6.4359	6.1379e-11
CCDC3	10	12938625	13141762	172	47	1534521	6.1094	5e-10
OPTN	10	13141425	13180291	22	6	1556623	2.1071	0.017555
MCM10	10	13203554	13253104	38	11	1521383	2.1848	0.014453
UCMA	10	13263771	13276331	10	4	1546196	-0.51198	0.69567
PHYH	10	13319796	13342133	19	4	1595705	2.3638	0.009045
SEPHS1	10	13359428	13390298	13	3	1538641	1.6803	0.046452
BEND7	10	13480484	13570587	64	10	1550207	2.1534	0.015645
PRPF18	10	13628939	13672868	24	5	1555764	-0.3053	0.61993
FRMD4A	10	13685706	14372866	618	127	1513423	7.9329	1.0701e-15
FAM107B	10	14560556	14816896	221	53	1512891	3.3826	0.00035897
CDNF	10	14861251	14879983	5	2	1596210	-0.31049	0.62191
HSPA14	10	14880159	14913740	6	2	1595154	0.37419	0.35413
SUV39H2	10	14920782	14946314	10	5	1503288	-0.98408	0.83746
DCLRE1C	10	14948870	14996106	14	6	1562364	1.6754	0.046925
MEIG1	10	14996324	15014856	10	2	1585915	2.3707	0.008877
ACBD7	10	15057071	15130783	37	9	1582583	2.2098	0.013558
OLAH	10	15085895	15115851	16	5	1574457	1.4549	0.072843
RPP38-DT	10	15137384	15139318	2	1	1596261	4.2966	8.6707e-06
RPP38	10	15139179	15146256	5	2	1481312	2.088	0.018398
NMT2	10	15147771	15210703	30	9	1557605	8.0935	2.8986e-16
FAM171A1	10	15253642	15413058	114	24	1503282	1.1669	0.12163
ITGA8	10	15557711	15762328	123	25	1520038	2.4694	0.0067667
MINDY3	10	15820173	15902519	25	5	1507732	1.2617	0.10354
PTER	10	16478942	16555744	50	8	1591890	0.46793	0.31992
C1QL3	10	16555742	16564004	5	2	1583022	1.7576	0.039411
RSU1	10	16632615	16859509	161	39	1469247	1.652	0.049271
CUBN	10	16865965	17171816	255	45	1529787	5.5163	1.7313e-08
TRDMT1	10	17179828	17244093	45	6	1528576	1.0065	0.15709
VIM	10	17269934	17279592	8	4	1047969	2.606	0.0045797
ST8SIA6	10	17361282	17496408	89	18	1569649	1.2569	0.10439
HACD1	10	17631031	17659383	15	4	1586043	3.4228	0.00030986
STAM	10	17686124	17758823	38	8	1590711	2.7318	0.003149
TMEM236	10	17794260	17842866	2	1	845033	3.3721	0.00037298
MRC1	10	18098332	18200091	3	2	978756	5.1828	1.0932e-07
SLC39A12	10	18240768	18332221	73	18	1538058	3.3362	0.00042473
CACNB2	10	18429373	18830688	311	64	1544970	5.28	6.4581e-08
NSUN6	10	18834264	18948180	42	8	1567461	5.0998	1.7005e-07
ARL5B	10	18948264	18970568	8	3	1591935	4.8942	4.9358e-07
MALRD1	10	19337700	20023407	405	67	1540579	1.6849	0.046008
PLXDC2	10	20105118	20575199	342	57	1545425	3.9606	3.7389e-05
NEBL	10	21068900	21463116	230	41	1507526	2.6649	0.0038501
NA	10	21414692	21435488	4	2	1456181	-0.26794	0.60563
MIR1915HG	10	21783421	21786213	1	1	1586582	0.92734	0.17688
SKIDA1	10	21802407	21814611	2	1	1579285	1.7104	0.043592
MLLT10	10	21813540	22032559	42	5	1487573	3.3893	0.0003504
DNAJC1	10	22045477	22292679	60	6	1479326	1.4374	0.075305
EBLN1	10	22497743	22498912	2	1	1596612	5.1062	1.6432e-07
SPAG6	10	22634345	22706539	13	2	1492488	2.8481	0.0021992
PIP4K2A	10	22823766	23003503	101	13	1560285	7.5692	1.8782e-14
ARMC3	10	23216954	23327452	58	12	1484382	3.18	0.00073627
MSRB2	10	23384427	23410942	23	7	1538467	2.6278	0.0042971
PTF1A	10	23481460	23483181	2	1	1596509	1.0637	0.14373
C10orf67	10	23605520	23633772	11	4	1520290	2.2179	0.01328
KIAA1217	10	23983675	24836772	518	98	1499832	8.8682	3.7164e-19
ARHGAP21	10	24872538	25012597	57	5	1573387	5.7302	5.0155e-09
PRTFDC1	10	25137536	25242680	58	17	1529221	6.1094	5e-10
ENKUR	10	25270908	25351208	26	4	1571728	8.2761	6.3643e-17
THNSL1	10	25305508	25315593	4	1	1596608	6.1094	5e-10
GPR158	10	25464290	25891158	220	33	1570806	3.1159	0.00091687
MYO3A	10	26223002	26501465	127	13	1546661	2.6348	0.0042096
GAD2	10	26505236	26593491	57	10	1406313	2.0748	0.019
APBB1IP	10	26727253	26856732	75	24	1470298	1.8731	0.030525
PDSS1	10	26986353	27035727	26	7	1558763	4.6241	1.881e-06
ABI1	10	27035525	27150016	40	8	1559829	3.4347	0.0002966
ANKRD26	10	27284054	27389427	36	7	1573198	1.9621	0.024876
YME1L1	10	27399040	27443349	26	4	1582937	1.8879	0.029518
MASTL	10	27443753	27475848	13	2	1589758	1.4035	0.080227
ACBD5	10	27484143	27531068	27	7	1571671	0.92163	0.17836
ODAD2P1	10	27555336	27580347	9	4	1416811	3.8112	6.9151e-05
PTCHD3	10	27687117	27703297	27	7	1249394	4.5513	2.6658e-06
RAB18	10	27793103	27831166	22	6	1420869	1.6495	0.049519
MKX	10	27961803	28034778	49	10	1528563	7.5959	1.528e-14
ODAD2	10	28101095	28287977	65	10	1501066	6.1094	5e-10
MPP7	10	28339922	28591953	139	20	1582830	7.3357	1.1024e-13
WAC	10	28821355	28912041	40	6	1587208	6.1094	5e-10
BAMBI	10	28966424	28971868	2	1	1596519	2.5698	0.005088
C10orf126	10	29135337	29170827	33	7	1503540	2.2473	0.012309
LYZL1	10	29577980	29607158	31	8	1502468	2.9401	0.0016406
SVIL	10	29746274	30025864	209	47	1530955	5.4516	2.4964e-08
JCAD	10	30301729	30348488	30	7	1391272	1.8888	0.029456
LOC101929256	10	30392875	30399829	9	4	1383296	7.1146	5.6102e-13
MTPAP	10	30598730	30638267	17	4	1456373	1.3875	0.082651
MAP3K8	10	30722950	30750762	16	4	1476432	2.1262	0.016742
LYZL2	10	30900708	30918647	14	4	1542106	2.2218	0.013149
ZNF438	10	31133563	31320866	86	11	1533814	7.7153	6.0351e-15
ZEB1	10	31607825	31818742	43	7	1460216	2.0088	0.02228
ARHGAP12	10	32094326	32217804	51	7	1506010	6.8987	2.6245e-12
KIF5B	10	32297938	32345371	10	3	1591041	7.7233	5.6698e-15
EPC1	10	32556644	32667726	39	6	1432439	5.5379	1.5305e-08
CCDC7	10	32735057	33171805	117	14	1510338	2.6513	0.0040089
ITGB1	10	33189246	33247293	22	5	1569143	4.3803	5.9258e-06
NRP1	10	33466419	33623833	134	24	1543116	2.9055	0.0018336
PARD3	10	34398488	35104253	341	42	1499771	8.4532	1.4168e-17
CUL2	10	35297479	35379570	26	2	1515028	0.95614	0.1695
CREM	10	35415769	35501886	32	4	1509201	0.98507	0.1623
CCNY	10	35535953	35860848	68	7	1550731	1.9985	0.022832
GJD4	10	35894338	35897863	5	1	1573519	0.81345	0.20798
FZD8	10	35927177	35930362	1	1	1528477	0.1124	0.45526
ANKRD30A	10	37414785	37521495	14	4	1537685	0.74617	0.22778
MTRNR2L7	10	37890366	37891859	1	1	1570365	-1.1524	0.87542
ZNF248	10	38065454	38147012	35	3	1582105	3.3595	0.00039047
ZNF25	10	38238500	38265584	11	4	1582801	4.7093	1.2428e-06
ZNF33A	10	38299578	38353946	22	6	1488463	5.4942	1.962e-08
ZNF37A	10	38383264	38412280	11	2	1582837	6.4509	5.5594e-11
ZNF33B	10	43084532	43134016	12	4	1561322	1.2878	0.098913
BMS1	10	43277954	43330385	18	5	1522677	1.6763	0.046841
RET	10	43572517	43625799	34	7	1569463	3.8292	6.4273e-05
CSGALNACT2	10	43633893	43680756	19	5	1567632	6.3512	1.0682e-10
RASGEF1A	10	43689983	43762367	25	6	1534869	4.8593	5.8891e-07
FXYD4	10	43867092	43871783	1	1	1597299	4.544	2.7597e-06
HNRNPF	10	43881065	43904696	10	4	1597139	5.7582	4.2501e-09
ZNF239	10	44051792	44070066	9	3	1341374	6.9632	1.663e-12
ZNF485	10	44101855	44113352	12	5	1582228	4.0613	2.4403e-05
ZNF32	10	44139307	44144326	6	2	1591422	1.1264	0.12999
LINC02881	10	44788198	44790097	1	1	1597361	-0.077507	0.53089
CXCL12	10	44865601	44880545	23	7	1516779	1.6504	0.049433
TMEM72	10	45406764	45430642	23	4	1533205	1.0948	0.13681
RASSF4	10	45455183	45491337	18	4	1573390	4.5216	3.0692e-06
DEPP1	10	45471709	45474330	1	1	1543019	0.98694	0.16184
ZNF22-AS1	10	45493146	45496470	1	1	1597327	1.1133	0.13279
ZNF22	10	45496273	45500777	5	2	1572680	2.8472	0.0022055
OR13A1	10	45798102	45811056	7	2	1532220	1.4176	0.078153
ALOX5	10	45869624	45941569	41	10	1553724	3.5671	0.0001805
MARCHF8	10	45950033	46090354	44	6	1502310	1.9198	0.02744
ZFAND4	10	46111039	46168251	18	7	1488073	2.659	0.0039183
ANTXRL	10	47658233	47701443	16	6	752241	0.91619	0.17978
ZNF488	10	48355029	48373866	15	5	1282511	2.369	0.0089189
RBP3	10	48381487	48390991	4	2	1582911	2.2734	0.0115
GDF2	10	48413092	48416853	4	2	1328047	0.2015	0.42015
GDF10	10	48425785	48439138	15	5	1544169	5.9946	1.0197e-09
FRMPD2	10	49364602	49482941	69	13	1413221	1.2241	0.11047
MAPK8	10	49514682	49647403	40	8	1413821	1.4975	0.067134
ARHGAP22	10	49654068	49864310	169	34	1515191	5.2095	9.4684e-08
WDFY4	10	49892907	50191001	253	36	1530108	1.895	0.029045
LRRC18	10	50117528	50147980	38	12	1468558	-0.69528	0.75656
VSTM4	10	50222333	50323559	68	10	1579237	4.8912	5.0119e-07
FAM170B	10	50339199	50342065	3	1	1589847	5.7073	5.74e-09
TMEM273	10	50363890	50396640	24	9	1477055	5.0608	2.0871e-07
C10orf71	10	50505118	50535537	24	7	1470178	6.1094	5e-10
DRGX	10	50574161	50604062	11	4	1564895	6.3094	1.4003e-10
ERCC6	10	50662526	50747169	46	12	1467134	3.42	0.00031311
PGBD3	10	50723151	50732327	7	4	1244340	-0.80578	0.78982
NA	10	50723151	50747584	21	9	1421241	1.8504	0.032129
CHAT	10	50817141	50873150	53	18	1446620	2.9601	0.0015378
SLC18A3	10	50818347	50820766	1	1	1596574	-2.6147	0.99553
C10orf53	10	50887684	50916956	21	4	1566446	1.6409	0.050407
OGDHL	10	50942687	50970425	18	4	1558970	0.79345	0.21376
PARG	10	51026325	51371346	13	3	1461485	1.2248	0.11032
MSMB	10	51549553	51562517	8	3	1442335	4.1654	1.5538e-05
NCOA4	10	51565108	51590734	10	4	1443930	3.1944	0.00070062
TIMM23	10	51592080	51623386	1	1	1528546	0.71831	0.23628
WASHC2A	10	51827610	51893269	1	1	508067	0.66057	0.25444
ASAH2	10	51947000	52008370	15	3	1588408	4.5153	3.1614e-06
SGMS1	10	52065345	52383737	210	30	1522784	7.6107	1.3628e-14
ASAH2B	10	52499688	52516948	3	1	1510325	4.2969	8.6618e-06
A1CF	10	52559169	52645435	39	10	1345416	6.0999	5.3062e-10
PRKG1	10	52750911	54058110	803	136	1530784	10.951	3.2756e-28
CSTF2T	10	53455246	53459355	7	2	1597369	0.20147	0.42017
DKK1	10	54074041	54077417	3	1	1590943	0.2091	0.41719
MBL2	10	54525140	54532578	18	6	1526140	2.4453	0.0072359
PCDH15	10	55562531	56561051	544	76	1556950	1.5184	0.064451
MTRNR2L5	10	57358750	57360488	1	1	1531618	1.2398	0.10752
ZWINT	10	58117016	58121063	2	1	1590421	2.7533	0.00295
IPMK	10	59951278	60027694	22	3	1589710	0.91003	0.1814
CISD1	10	60028862	60050752	12	2	1589903	0.48697	0.31314
UBE2D1	10	60094739	60130513	15	4	1577184	2.5104	0.0060294
TFAM	10	60144903	60158990	14	3	1587551	1.6461	0.049876
BICC1	10	60272774	60591194	110	19	1485951	6.888	2.8283e-12
PHYHIPL	10	60936348	61007815	24	3	1583578	1.8905	0.029346
FAM13C	10	61005889	61122661	51	10	1501498	2.5996	0.0046667
SLC16A9	10	61410522	61469649	49	11	1423995	7.5983	1.5e-14
MRLN	10	61496748	61513203	5	2	1586507	0.44948	0.32654
CCDC6	10	61548505	61666414	86	11	1568940	6.3571	1.0279e-10
ANK3	10	61786056	62493284	395	65	1533047	9.7517	9.0745e-23
CDK1	10	62538089	62554610	18	5	1513019	2.3805	0.008645
RHOBTB1	10	62629196	62761198	67	13	1508765	2.7288	0.0031781
TMEM26	10	63166401	63213208	21	5	1592159	6.3863	8.4977e-11
CABCOCO1	10	63422709	63526524	53	9	1497753	4.9107	4.5382e-07
ARID5B	10	63661013	63856707	83	22	1548672	6.1094	5e-10
RTKN2	10	63942794	64028570	37	5	1574063	4.5087	3.262e-06
ZNF365	10	64133916	64431771	181	39	1551333	6.4837	4.4744e-11
ADO	10	64564516	64568239	3	1	1593481	5.8956	1.867e-09
EGR2	10	64571756	64578927	1	1	1593454	4.7278	1.135e-06
NRBF2	10	64893007	64914786	11	4	1586832	7.8848	1.575e-15
JMJD1C	10	64926983	65225880	70	8	1519274	7.7587	4.2916e-15
REEP3	10	65281113	65384883	29	5	1569891	6.1094	5e-10
CTNNA3	10	67672276	69455949	976	131	1529444	5.7378	4.7961e-09
LRRTM3	10	68685792	68861309	110	18	1505834	2.8591	0.0021243
DNAJC12	10	69556427	69597937	11	4	1460696	3.7344	9.4065e-05
SIRT1	10	69644427	69678147	14	3	1525534	5.2569	7.3271e-08
HERC4	10	69681656	69835103	51	7	1472812	5.0477	2.2354e-07
MYPN	10	69865874	69971774	71	14	1528914	6.1094	5e-10
ATOH7	10	69990352	69991870	2	1	1393924	6.1094	5e-10
PBLD	10	70042417	70096115	29	4	1543790	7.0862	6.8943e-13
HNRNPH3	10	70091768	70102953	8	2	1590383	6.1094	5e-10
RUFY2	10	70100864	70167051	21	2	1557993	6.1094	5e-10
DNA2	10	70173821	70231878	22	6	1527405	7.1951	3.1205e-13
SLC25A16	10	70242090	70287280	12	3	1587464	6.1094	5e-10
TET1	10	70320117	70454239	52	9	1485162	7.8341	2.3616e-15
CCAR1	10	70480956	70552134	28	6	1516204	7.8188	2.6657e-15
STOX1	10	70587294	70655209	27	8	1519853	6.1094	5e-10
