GENEID	P
AC019172.2	0.57710769
AL512290.1	0.577161957
APBB3	0.577165849
CLEC14A	0.577165849
MYO1C	0.577165849
CTD-2619J13.13	0.577165849
FBXO18	0.577190651
MID1IP1	0.577190651
RP1-122K4.2	0.577190651
CBLN2	0.577204464
MTND5P26	0.577227282
OR10V3P	0.577227282
RP11-54O7.16	0.577227282
AC007365.4	0.577336206
GOT1	0.577346539
RP11-225N10.1	0.577356831
ZNF773	0.577382277
RP1-102D24.5	0.577382277
CLIC2	0.577398667
NPAT	0.577554026
AC092745.1	0.577554026
RP4-610C12.4	0.577659687
CPT1C	0.577742577
MED6	0.577775387
TCP1	0.577817502
AC016994.2	0.578109406
TMED4	0.578127692
ATP1B3-AS1	0.57814683
ITGB5-AS1	0.578165028
HYAL2	0.578182506
CYP8B1	0.578192506
RP11-834C11.5	0.578229856
RP11-318E3.9	0.578250561
RP11-305O6.3	0.5783822
TANC2	0.578425316
PIP5KL1	0.578457147
IMPACT	0.578496407
RP11-548H3.1	0.578496407
VDAC1	0.578515346
AC012368.1	0.578515346
CCPG1	0.578515346
AP000925.2	0.57868092
KLHL10	0.578685344
PYY	0.57873722
B3GALNT1	0.57873722
LINC00853	0.57873722
LINC00880	0.57873722
MTND1P6	0.578741584
SLC22A17	0.578780909
CBY3	0.578780909
GLYATL2	0.578868541
ZNF101	0.578868541
CYP4Z1	0.578868541
TTLL3	0.578868541
OOSP1	0.578868541
CTD-3113P16.7	0.578868541
CTD-2081C10.7	0.578868541
MORN4	0.578893178
RP11-281A20.1	0.578893178
FAM211B	0.578944245
SUPT3H	0.578944245
RNU6-341P	0.579007727
RP11-305E6.4	0.579088719
CTD-2375G15.1	0.579240331
RP11-797H7.3	0.579343529
CTD-2330J20.2	0.579389313
RP11-295J3.3	0.579484848
RP11-181D18.4	0.579484848
GK5	0.579617676
RP11-227G15.8	0.579617676
CTD-2647E9.1	0.57962692
RP1-302D9.1	0.579673662
CHGB	0.579741575
SMIM2	0.579760048
MIR4999	0.579760048
CTA-326K9.1	0.579760048
RP3-418A9.3	0.579773259
SNAP25	0.579798232
EXOC6B	0.579798232
RP11-19F9.1	0.579831582
XRN2	0.579950025
SNPH	0.579994746
AC079741.2	0.580296848
ABCB8	0.580331354
RNU6-640P	0.580331354
CTD-3065B20.2	0.580344626
SAP30L	0.580362043
TMEM72-AS1	0.580362043
MIR505	0.580372616
PFN2	0.580392129
AC096669.3	0.580392129
RP13-13A3.1	0.580392404
RP11-718B12.5	0.580450703
RP11-58B17.2	0.580472494
RP11-295P9.12	0.580472494
LY6G5B	0.580473648
AC092122.2	0.580473648
MIR3140	0.580603243
RP11-25D3.1	0.580640996
MIR3163	0.580643417
RP11-231L11.3	0.58070964
RNA5SP109	0.58075282
RP11-326C3.7	0.58075282
MSANTD2	0.580798346
ZNF214	0.580798346
ACP6	0.580798346
RP13-539F13.2	0.580798346
CTB-133G6.1	0.580798346
RPL7P31	0.580835945
RP11-17E2.2	0.580842862
BRI3BP	0.58088094
AKR1B15	0.580918985
MTMR2	0.580957731
MYO3A	0.580957731
AC083822.2	0.580957731
RN7SL129P	0.580957731
AC010984.4	0.58110425
RP11-480I12.5	0.581147816
RNU6-600P	0.581204334
CTC-340I23.2	0.581271478
RP11-204L24.2	0.581280816
RNA5SP474	0.581301803
GPC5-IT1	0.581315395
RASD2	0.581336947
PPIL4	0.581336947
RP5-930J4.2	0.581366101
EPHA7	0.58147348
RP11-516A11.3	0.58147348
RP11-249L21.4	0.581531791
BRMS1L	0.58153287
RP11-789L4.1	0.58153287
TAS1R1	0.581643261
GRID2	0.581660947
FAHD2B	0.581785154
DCLK3	0.581828676
SEPT7P9	0.581845454
SCRT2	0.581845454
C14orf144	0.581845454
NUFIP2	0.581942385
SLC5A11	0.581956846
ACTG1P1	0.581956846
MRPS18AP1	0.58199936
WI2-89031B12.1	0.582276743
AACS	0.582324705
NGB	0.582513977
BARHL1	0.582672639
RNU6-1054P	0.582828509
NPIPB3	0.582869105
AC011385.1	0.582944588
RN7SKP283	0.582944588
RAD21-AS1	0.582945506
CYP17A1	0.582947258
ANKRD30A	0.583087838
PKD1	0.583100179
RP11-640N11.2	0.583246023
TM9SF2	0.583328562
MED11	0.583328562
RPS7P6	0.583328562
MIR320B2	0.583328562
RPL37AP1	0.583328562
AP000347.4	0.583328562
CTA-407F11.7	0.583328562
ZNF885P	0.583355348
UPK1B	0.583450824
EHMT2	0.583450824
CTA-298G8.2	0.583476462
TCEB1P2	0.583488273
PPP1R42	0.583521728
PGA4	0.583521728
RAB3GAP1	0.583604905
RP5-915N17.3	0.583629678
AC092841.1	0.583644361
RNU6-123P	0.583648123
RP11-182I10.2	0.583651466
RNU4-51P	0.583665656
AC100830.5	0.58366864
RP11-320M16.1	0.58369468
AC103801.1	0.583838484
RP11-255B23.4	0.583956739
SNORD126	0.58401348
RP11-346J10.1	0.58401348
SMCO2	0.58408603
ZNF506	0.584147005
LPHN2	0.584147005
NNT-AS1	0.584147005
AC079398.1	0.584147005
PSMA1	0.584163122
ZNF559	0.584163122
VN1R83P	0.584163122
MAP3K10	0.584310627
CTC-487M23.5	0.584365272
RP13-685P2.8	0.584365272
SUMO2	0.584484429
EIF4BP6	0.584484429
ZBTB39	0.584535182
FABP5P12	0.584535182
ALKBH7	0.584570571
RP6-1O2.1	0.584570571
CTB-60E11.9	0.584570571
AC104304.2	0.584614355
AC007375.1	0.584614355
RP11-415F23.2	0.584614355
ENO2	0.58471634
MIR134	0.58471634
RP11-201M22.1	0.58471634
RP11-764K9.4	0.584730739
RP11-444E17.6	0.584760526
PIK3R4	0.585002927
RP11-628E19.2	0.585103262
BCL2L15	0.585270886
ENO1	0.585280002
LINC00514	0.585280002
PRKCA	0.585376771
PJA2	0.585376771
AC067959.1	0.585439785
NFKB1	0.585775426
RN7SL752P	0.585775426
AGBL4-IT1	0.585856027
SRPK1	0.585888695
NPFFR1	0.585939105
RNU4-65P	0.585970786
MYCL	0.58601156
RP4-555D20.2	0.58601156
RP11-2G1.2	0.586251181
ANGPT4	0.586316067
AC187652.1	0.586455303
RNU7-48P	0.586514749
CFL1	0.58652241
LA16c-306A4.1	0.58652241
C15orf40	0.586558305
RP11-542G1.2	0.586570513
UBFD1	0.586689279
ZNF783	0.586724286
KIRREL3-AS3	0.586806055
BMS1P20	0.586858101
MIR3684	0.586858101
IRF1	0.586881387
TTC3	0.586881387
RP11-435O5.5	0.586881387
NPAS2	0.586889761
RP11-714L20.1	0.586889761
RNA5SP434	0.586932125
PLA2G15	0.586956411
GPR87	0.587004119
OR7E26P	0.587004119
RP5-1000K24.2	0.587004119
RP11-178F10.1	0.587004119
MIR299	0.587010216
PAPPA2	0.587030831
COLCA2	0.587030831
AC002539.1	0.587030831
RP11-203P2.2	0.587030831
RP11-96D1.10	0.587030831
CCDC11	0.587053415
DCP2	0.587054287
DEFB108B	0.587054287
ATG5	0.587102964
RNU6-653P	0.587102964
RP4-562J12.1	0.587102964
RP11-775D22.2	0.587102964
RP11-293A10.3	0.587102964
ZNF863P	0.587102964
RP11-333J10.3	0.587102964
RP11-375N15.2	0.587102964
NCK2	0.587162173
SRSF11	0.587162173
FTO	0.587162173
AC012506.3	0.587162173
SNORD108	0.587162173
TLK2	0.587181595
CTD-2553L13.4	0.58722035400000006
AP5Z1	0.587233698
PRKAB1	0.587258663
COL12A1	0.587258663
NKD2	0.587258663
GNRH1	0.587258663
SMAD5-AS1	0.587258663
ZNF284	0.587258663
SHISA7	0.587258663
RN7SKP69	0.587258663
MIR548AA2	0.587258663
MIR708	0.587258663
H2AFZP6	0.587258663
PRDX2P3	0.587258663
RP11-122A21.2	0.587258663
RP11-178L8.7	0.587258663
RFPL2	0.587340903
RANP2	0.587340903
TNS1	0.587464594
TMEM237	0.587561952
SNRPG	0.587583187
TFB2M	0.587583187
ADH4	0.587636331
SNORA36C	0.587649838
DOC2B	0.587748554
DIDO1	0.587863913
MIR647	0.587863913
NPIPA2	0.587863913
TPPP2	0.587928356
RP11-10K17.3	0.588009357
ABCC3	0.588214155
UBA5	0.588248722
MTND1P36	0.588325679
TPD52	0.588344362
TSPYL5	0.588344362
RNU6-397P	0.588344362
RP11-17J14.2	0.588344362
EIF4B	0.588374322
RYK	0.588374322
VSIG10L	0.588374322
OLAH	0.588505575
C1orf220	0.58861948
UXS1	0.588897774
RP11-457K10.2	0.588932906
RP11-61F12.1	0.589043391
AC007163.9	0.589043552
RP5-901A4.4	0.589060948
AC002456.2	0.589104733
AC010975.2	0.589181747
RP11-281P23.1	0.589205027
AF131215.9	0.589255964
RP11-144F15.1	0.589256669
CARD14	0.589260842
TMPRSS12	0.589260842
NPM1P37	0.589260842
RP11-9B6.1	0.589260842
ARL5B-AS1	0.589317633
AL031655.2	0.589389378
RNU7-105P	0.589496276
MUC17	0.589562832
MIR2467	0.589638245
RN7SL606P	0.589671541
LRRC20	0.589753301
CA13	0.589782048
RP11-429H9.4	0.589782048
RP11-478H16.1	0.589782048
SLC32A1	0.589782528
AL021068.1	0.589782528
PPP1R11P2	0.589812909
TSSC1-IT1	0.589878231
SIRPAP1	0.589889245
RP11-461F16.3	0.589889245
RPL35A	0.590013348
MTHFD1	0.590070335
TUBBP5	0.590070335
PFDN6	0.590070335
KRT18P22	0.590070335
CTD-2313N18.7	0.590070335
RN7SL798P	0.590070335
UBL4A	0.590191263
AKTIP	0.59019534
COX7CP1	0.59019534
RP11-56B16.2	0.59019534
KPTN	0.590223681
CLGN	0.590223681
GLYCTK	0.590223681
TDRD12	0.590223681
AC084368.1	0.590223681
RP11-543P15.1	0.590223681
CTA-246H3.8	0.590223681
TWIST2	0.590223681
RP3-402G11.28	0.590223681
RP11-167J8.3	0.590291188
FSTL1	0.590293018
RP1-180M12.1	0.590293018
ALAS2	0.590342171
RP1-203C2.2	0.590371277
SLC26A4	0.590377171
BUD13	0.590397825
DGKK	0.590397825
RPL27AP	0.590578374
SLC1A4	0.590732411
TMEM123	0.590732411
RP11-318C2.1	0.590732411
RP11-415F23.4	0.590732411
RN7SL362P	0.590744859
ENO1-AS1	0.59080114
RP11-278J20.2	0.590845518
BMS1P15	0.590845518
TRAK1	0.590873436
FBXW9	0.590897013
ATG9A	0.591017943
RN7SKP248	0.591017943
WI2-1896O14.1	0.591062028
ART4	0.591135734
CHMP7	0.591135734
ASAH2	0.591135734
RN7SL756P	0.591161026
RP11-757G1.5	0.591206426
RP11-1112G13.3	0.591206426
TCTN3	0.591220341
VDAC2	0.591220341
BROX	0.591244134
AP001605.4	0.591338599
APPBP2	0.591399678
RP11-49O14.3	0.591415204
TXLNG2P	0.591458238
IFRD1	0.59149931
GNG12-AS1	0.59149931
ATG3P1	0.591534697
RP5-1102E8.3	0.591534697
LA16c-312E8.2	0.591553342
RP11-392M9.2	0.591618703
RN7SL795P	0.591677125
U1	0.591678912
RNU6-509P	0.591706591
AC006227.1	0.591829502
RP11-145M9.6	0.591829502
ARL2BP	0.591867813
PPCDC	0.591867813
SLC38A6	0.591867813
HTR3D	0.591867813
COL4A1	0.591867813
TPK1	0.591867813
EDNRB-AS1	0.591867813
AC008122.1	0.591867813
LAMTOR3P2	0.591867813
RP11-162A12.2	0.591867813
RP11-332H21.2	0.591867813
LINC00857	0.59187719
RP11-664D7.4	0.59187719
RP11-705O1.8	0.59187719
CEP70	0.591930049
SMCO1	0.592020472
RP11-129B9.1	0.592020472
PRKRA	0.592040844
RN7SL493P	0.592104204
HCCS	0.592194319
CHCHD3	0.592194319
NTSR2	0.592226821
ZFY	0.592232546
GTF3C4	0.592232546
WIPI2	0.592232546
ATL3	0.592232546
RP11-737O24.1	0.592232546
PTPRK	0.592268205
EXOSC5	0.592446883
SHH	0.592446883
RP11-434D11.4	0.592446883
RP13-40J16.1	0.592446883
EIF2D	0.592548664
PRR14	0.592548664
RSL1D1	0.592548664
UMODL1	0.592548664
CPNE4	0.592548664
AC005537.2	0.592548664
RP11-309L24.4	0.592548664
RP11-85G20.1	0.592548664
GABPB1-AS1	0.592548664
CTD-2154H6.1	0.592548664
RP11-724M22.1	0.592548664
RP5-892G5.2	0.592548664
RP11-499F3.2	0.592548664
MIR4731	0.592548664
SLC35F5	0.592550645
CCKBR	0.592603222
ITGA9	0.592603222
ARF4P2	0.592683767
MARK2P6	0.592683767
RP11-96B5.3	0.592708725
SUCO	0.592712232
ZG16B	0.592712232
RP11-102M11.1	0.592712232
NUP93	0.592743262
RP11-336A10.2	0.592743262
AC016722.3	0.592795969
RIMS3	0.592822892
RP11-434I12.5	0.592865566
OSBPL10	0.593080269
ARHGEF3	0.593103037
AL121761.2	0.593106319
UTP18	0.59312418200000006
RPLP0P1	0.593131602
GADL1	0.593235327
PVALB	0.593306438
PTPN3	0.593590325
ACOX2	0.593590325
RP11-672F9.1	0.593590325
RP4-800M22.1	0.593590325
CTC-367J11.1	0.593590325
RP11-127I20.5	0.593590325
RP11-159N11.4	0.593590325
EYA4	0.593612253
SPATS1	0.593612253
RNU6-144P	0.593803833
MAP3K1	0.59383161
RP11-116B19.2	0.59383161
ZSWIM7	0.593945317
YBX1P1	0.593945317
RPL34P17	0.593945317
RP11-21B21.4	0.593986884
MLC1	0.593996044
SNORA2A	0.594042709
RP13-476E20.1	0.594042709
RP11-163M18.1	0.594042709
CTB-184G21.3	0.594042709
OCLN	0.594121064
RN7SL394P	0.594121064
MIR218-2	0.594127638
WAPAL	0.594212184
RP11-523K4.2	0.594212184
GCSHP4	0.594212184
RP11-500M8.4	0.594323784
KRT18P18	0.594357351
MAGEB17	0.594535635
NUP107	0.594678322
RP11-844P9.2	0.594678322
RP11-806K15.1	0.594678322
KB-1410C5.2	0.594681475
AC034229.1	0.594756493
CDK12	0.594793239
HOOK1	0.594869003
ZNF460	0.594898164
AC005082.12	0.594898164
RP1-8B1.4	0.594898164
SUMO2P2	0.595075342
RP11-159N11.3	0.595094281
KCTD13	0.595097641
PNLIPRP3	0.595097641
RP11-563E2.2	0.595116442
NPM1P9	0.595145694
RPL41	0.595208951
GPM6B	0.595263071
CTD-2275D24.3	0.595263071
RP11-303G3.6	0.595263071
TAS2R43	0.595263071
RP11-1060J15.4	0.595263071
VN1R21P	0.595290177
RP5-837J1.1	0.595389813
REEP1	0.59541790000000006
PSMA4	0.595424163
TTLL2	0.595496174
MIR4295	0.595535343
RP11-245J9.6	0.595562653
LINC00658	0.595574352
NGLY1	0.595657827
C11orf85	0.595657827
DAB1	0.595657827
RP11-143A22.1	0.595657827
RP3-465N24.5	0.59572694
RP11-401N16.1	0.59572694
ANKRD42	0.595734034
AF131216.6	0.59582443
PCYT1A	0.595843295
SNORD116-16	0.595843295
EFNA1	0.595852464
SLC45A4	0.595856401
IL4	0.595860119
AC097523.1	0.595875946
AC004538.3	0.595895829
AC114730.5	0.595910111
PTGER1	0.595934355
MIR940	0.595952841
RPGRIP1	0.596021687
RP11-109I13.2	0.596021687
HNRNPDLP4	0.596021687
B9D2	0.596218255
RP11-473O4.4	0.596351608
RP11-34P13.14	0.596427784
CRAMP1L	0.596428782
KIAA1549L	0.596428782
ZNF517	0.596428782
EIF2AP4	0.596428782
AC098474.1	0.596428782
PRED57	0.596439427
CLUL1	0.596443078
PARD6B	0.596449352
C9orf91	0.596449352
RNY4P20	0.596449352
RNU6-764P	0.596514224
UBAC2-AS1	0.596542513
PMF1-BGLAP	0.59660858
RP11-179A10.1	0.596688637
SH2D3C	0.596693622
RP11-756P10.3	0.596693622
NUDT19P3	0.596693622
OR2X1P	0.596693622
RP11-646I6.5	0.596693622
AC093110.3	0.596726249
RP11-464C19.2	0.596750939
PMP2	0.596926606
RP11-466A19.5	0.597022306
RN7SL786P	0.597033461
CTB-152G17.4	0.597113447
P4HA3	0.597118142
RP11-209K10.2	0.597118142
AC002979.1	0.597231393
RNU6-1111P	0.597402045
RP11-136F16.1	0.597402045
RP11-672L10.6	0.597402045
TRIM45	0.59747018
GOT2P2	0.597500064
RP11-544A12.4	0.59755101
DLL4	0.597552976
OXER1	0.597587647
CTD-3137H5.1	0.597587647
GRINA	0.597596369
ARMC6	0.597626386
CPEB3_ribozyme	0.597626386
AC002398.13	0.597626386
PKHD1	0.59768335399999994
GYG2P1	0.59768335399999994
RP11-385F5.5	0.597713219
POMZP3	0.597783598
MYT1L	0.597783598
MRC1	0.597868561
ZNF639	0.597913466
SNX3	0.598034175
RP11-401E9.3	0.598038615
COL6A4P2	0.598104831
XPO5	0.598147989
RP11-540K16.1	0.598147989
DNAJB2	0.598240064
RNF185	0.598240064
OR10G6	0.598240064
RP3-522D1.2	0.598240064
FGF12-AS2	0.598266293
KRT18P63	0.5982836
APCDD1L-AS1	0.598473386
RPL34P22	0.598473386
SPATA32	0.598625832
RNU6-250P	0.598625832
CTD-2201E18.3	0.5986314
HADHAP1	0.598685103
CTB-20D2.1	0.598700973
TLL2	0.598704563
AC107983.4	0.598758838
GS1-124K5.2	0.599001765
RP11-344B5.3	0.599244313
DISC1FP1	0.599244313
EIF6	0.59926433
RP11-150O12.3	0.599269363
RP11-310H4.3	0.599317514
CLCN5	0.599352524
GNB1L	0.599352524
RFWD2P1	0.599352524
PHKA2-AS1	0.599369123
SYCP2L	0.599405106
RP11-20B24.5	0.599434968
SLC26A7	0.599458725
WNT10B	0.599458725
BVES-AS1	0.599458725
RNU6-538P	0.599458725
RP11-521L9.1	0.599763665
RP4-781K5.8	0.599841265
ITM2BP1	0.599841265
RNU6-924P	0.599868092
SMU1	0.599887635
BLOC1S1	0.599887635
RP11-296L22.7	0.599887635
DPPA4	0.599909273
GABBR2	0.599909273
CD72	0.599909273
CROCCP4	0.599909273
CHMP4BP1	0.599909273
RP11-382N13.5	0.599909273
TXNDC12	0.599976288
CCDC135	0.600103285
TMEM230	0.600125499
TRIM25	0.60013108
ADRA2B	0.600273994
AC023490.1	0.600375045
CDKN2AIP	0.600412516
SMIM8	0.600499422
INTS2	0.600540389
INHBE	0.600674161
RP11-78F17.1	0.600674161
WDFY3-AS2	0.600721212
RP11-173B14.5	0.600733977
RP11-31I22.1	0.600733977
RNU6-1326P	0.600857063
AP003068.23	0.600903579
STX2	0.600911207
RPL12L3	0.600911207
SUB1P3	0.600918494
AC100852.1	0.601041082
PRKCH	0.601086541
MRGPRD	0.601086541
ZNF813	0.601175322
RP11-778J15.1	0.601191656
RP11-710M11.1	0.601191656
VPS53	0.601340144
C19orf55	0.601612612
RP11-91P24.5	0.601612612
RP11-90P5.4	0.601632477
RP11-364P2.2	0.60163724
CCT5P1	0.601640869
RP11-334E6.2	0.601663804
C7orf25	0.601720816
RAB8A	0.601720816
CYP11B2	0.601720816
FAM138D	0.601720816
RP11-692C24.2	0.601720816
RN7SL773P	0.601720816
RP11-378J18.8	0.601720816
LRRC4	0.601803362
HMGB3P10	0.601803362
RP11-220I1.4	0.601803362
RP11-49K24.4	0.601803362
IDS	0.601841863
MAP3K9	0.601911211
DLGAP1	0.601911211
CTC-304I17.4	0.601926027
RP11-379F4.7	0.601987879
SNORA8	0.602034267
CERS6-AS1	0.602034267
RP11-521A24.1	0.602039228
SNX17	0.602070309
CAMTA1-IT1	0.60208953
DUSP18	0.602128174
TRIM56	0.602335167
NHP2L1	0.602383636
PSMD1	0.602383636
CASC10	0.602383636
RP3-408N23.4	0.602383636
AC092168.2	0.602442986
RP1-287H17.1	0.602445001
UQCRFS1P1	0.602487844
RP11-117L5.4	0.602521668
TTLL4	0.602562168
RN7SL65P	0.602562168
FCRLA	0.602718377
ARHGAP39	0.602718377
UGP2	0.602718377
AGFG1	0.602718377
CSAG1	0.602718377
AC116609.1	0.602718377
GAN	0.602718377
VN1R80P	0.602718377
RP11-284P20.3	0.60283265
ZNF117	0.602834895
P2RY13	0.602834895
NLRP9P	0.602834895
RP11-256I23.1	0.602834895
RP11-1008C21.1	0.602861489
SETP14	0.60286793
RP11-539L10.2	0.602994295
HNRNPH1	0.602997532
AC017074.1	0.602997532
RP11-77H9.6	0.603037906
MIR199B	0.603139006
RP11-9L18.3	0.603155982
RP1-240B8.3	0.603176709
VPS26B	0.603193534
SEMA4A	0.603193534
HMGCL	0.603233548
RP3-388M5.8	0.60338175
CTD-2083E4.4	0.60338175
RP11-46I8.3	0.603572623
NFE2L3	0.603574332
RNU1-91P	0.603651078
RP11-710F7.2	0.603651078
MFSD10	0.603652517
OR1N2	0.603652517
CICP18	0.603652517
HMGB3P21	0.603652517
TTTY10	0.603652517
DLG3-AS1	0.603652517
CICP5	0.603652517
CTB-147C22.9	0.603652517
CTTNBP2NL	0.603659039
RP11-478P10.1	0.603659039
PCDHGA12	0.603659039
ATP5LP5	0.603691473
RP11-380G5.3	0.60372743
AD001527.7	0.60372743
MIR5687	0.603754591
GLRA3	0.603760698
RNU6-490P	0.603760698
HBM	0.603760698
AC009234.2	0.603760698
RP11-565P22.2	0.603760698
RP11-524F11.1	0.603760698
GS1-72M22.1	0.603760698
CAV2	0.604092893
NPY5R	0.604092893
AC130360.8	0.604092893
RP11-544A12.8	0.604092893
MIR5579	0.604092893
RB1	0.604145769
RP11-61G23.2	0.604149173
AC010907.2	0.604164767
RGPD6	0.604176153
LINC00341	0.604230119
MAP10	0.604266812
DEFB109P1B	0.60428418800000006
RP11-1E3.1	0.60437043
MTND5P11	0.60438342
RP6-42F4.1	0.604514158
GTPBP10	0.604515391
ACVR1C	0.604651442
NES	0.604671759
COX8A	0.604818312
CCT6P1	0.604903187
CTD-2185K10.1	0.604919701
CTB-55O6.12	0.604919701
AC104135.4	0.604980904
ELMOD2	0.605082028
RN7SL354P	0.605171128
RP11-227G15.9	0.605202117
SF3A1	0.605274724
ST8SIA6	0.60531328
RNU11-6P	0.60531328
OGFOD1P1	0.60531328
SLC25A5P9	0.60531328
CTD-2284O10.3	0.60531328
AC012668.2	0.605321448
FBXO24	0.60545591
COX7A2	0.605486213
PSG3	0.605486213
WDYHV1	0.605527401
TAC3	0.605530708
CCDC160	0.605562257
KDM5D	0.605616999
TSPYL2	0.605616999
RPS3AP46	0.605616999
RP11-382A20.7	0.605616999
BTF3L4P1	0.605795926
GBE1	0.605924737
CCNT1	0.605958271
PDE11A	0.606050208
CIRH1A	0.606050208
TAF3	0.606050208
AMER1	0.606050208
RP11-561N12.5	0.606050208
LINC00457	0.606050208
CTC-268N12.3	0.606050208
HCG17	0.606050208
SASH1	0.606061087
FBXL8	0.606061087
ATP13A5	0.606061087
RP11-33A14.1	0.606061087
AC013460.1	0.606151628
RP11-661O13.1	0.606367051
AMER3	0.606376237
SPATA12	0.606376237
RP11-1275H24.1	0.606460562
AC004969.1	0.606466538
RP11-425D10.10	0.606470875
ECI1	0.606516466
LRRC8A	0.606652104
AC007228.9	0.606799018
MTOR-AS1	0.606821502
BMS1P7	0.606887189
RP11-382N13.1	0.606950584
RP3-449M8.9	0.606959759
PARM1	0.606993813
MIR663B	0.606993813
RP11-375A5.1	0.607056086
PADI4	0.607107579
TBC1D7	0.607259661
NRXN1	0.607259661
RP11-538P18.2	0.607269939
HPCAL4	0.607381753
DDX19B	0.607381753
RAC3	0.607381753
RP11-69H7.2	0.607381753
CTC-454I21.4	0.607403841
DPY19L1	0.607472793
AC064834.3	0.607521555
AL138847.1	0.607521555
SRRT	0.607537974
SCARNA22	0.607636853
RP5-1101C3.1	0.607717126
UBE2E3	0.607852298
RP11-265N7.2	0.607914323
AL136419.6	0.607914323
AC093157.1	0.607914323
AC104695.3	0.60798268
RP11-614F17.2	0.608058516
RP11-34P13.7	0.60807865
CTD-2529P6.3	0.60807865
ADAM23	0.608123934
MIR556	0.608229891
SDHA	0.608457159
SLC25A24	0.608457159
CTC-329H14.1	0.608457159
CTC-806A22.1	0.608457159
ZNF592	0.608457773
LINC00593	0.608519922
MIR425	0.608533762
PTGES3L-AARSD1	0.608567795
CEP19	0.608567795
KB-1410C5.5	0.608661522
TREM1	0.608731447
PI4KB	0.608738618
CTBP1-AS2	0.608738618
RP11-327L3.3	0.608738618
AGBL5	0.608747342
RP5-971N18.3	0.608798066
RP11-731N10.1	0.608798066
RP11-175P13.3	0.608798066
PCDHGA9	0.608798066
CTD-3193O13.8	0.608798066
AC098614.2	0.608835768
RP11-89B16.1	0.608835768
RP11-598P20.3	0.608835768
RP11-64C12.3	0.608835768
AL353805.1	0.60883701
RP11-441F2.5	0.60883701
RNU6-361P	0.608891113
RP11-747H12.6	0.608937215
CXCR2P1	0.608961622
SUV420H1	0.609004398
RP11-29B9.1	0.60904345
RP11-326E22.1	0.609050013
RP11-338E21.3	0.609083915
CYCSP52	0.609113301
RNU2-30P	0.609117936
MS4A15	0.609194756
RP1-107N3.1	0.609194756
RP11-139K4.2	0.609293732
AC006499.8	0.609293732
RP11-85E16.1	0.609293732
OLFM3	0.609299574
NPIPB9	0.609299574
RNU6-1284P	0.609299574
RP11-133O22.6	0.609299574
CTD-2008P7.1	0.609299574
KIF14	0.609383763
EIF3D	0.609397102
STK3	0.609397102
LGALSL	0.609397102
C19orf80	0.609397102
SRP9P1	0.609397102
C22orf42	0.609397102
WARS2-IT1	0.609397102
TMEM258	0.609432624
RP11-177F11.1	0.609432624
CTD-2022H16.3	0.609432624
BCAP31	0.609480663
AL157791.1	0.609480663
COX6B1P5	0.609526662
RP1-179N16.3	0.60952791
KRT3	0.609624363
AC017101.10	0.609714404
RP11-143K11.5	0.609714404
RP11-118F19.1	0.609714404
ENKUR	0.609714787
Z97351.1	0.609767744
GPS1	0.609854929
RP11-554E23.4	0.609870113
NODAL	0.610026506
RP11-293M10.6	0.610085114
RPA3-AS1	0.610115155
RNU6-1025P	0.610115155
RP11-10L12.1	0.610115155
RP3-406P24.3	0.610115155
ELP6	0.610276793
AL596137.1	0.610276793
RP11-403F21.1	0.610376752
MGC10955	0.610458683
RP5-908M14.5	0.610531075
AC005392.13	0.610549813
RP11-430C7.4	0.610592098
GBA	0.610628797
PGAP1	0.610629085
LINC00431	0.610677953
KB-226F1.1	0.610677953
RP11-221E20.4	0.610698356
ATF2	0.610712076
SNORD116-24	0.610714958
HEYL	0.610723654
GPR21	0.610723654
ZNF826P	0.610882444
IFNA21	0.61096856
RP11-732M18.2	0.61096856
PDCD5	0.611026701
RN7SL575P	0.611026701
RP11-475C16.1	0.611080742
AL512625.1	0.611192436
RN7SL109P	0.611249865
CS	0.61128065
SLCO4C1	0.61128065
AC007163.8	0.611323097
RP11-6F2.5	0.611323097
CELF2-AS2	0.611448407
SYT1	0.611558058
BPI	0.611558058
VRK3	0.611558058
AC109333.10	0.611558058
C19orf66	0.611696629
SRCAP	0.611724788
CTD-3162L10.5	0.611724788
THADA	0.611765958
C6orf52	0.611765958
AC105381.1	0.611765958
METTL16	0.61180032
RP11-461L13.5	0.61180032
AC023385.1	0.611820317
RP11-359M6.3	0.611904924
RP11-556G22.3	0.611924895
MAPK10	0.612114311
CDKN2B	0.612114311
GID8	0.612130039
KIAA1024L	0.612308634
TGOLN2	0.612405105
MTTP	0.612446391
FTH1P20	0.612446391
C2orf47	0.612497665
RP11-16E18.3	0.612497665
MIR4427	0.612497665
IDUA	0.612662005
RP13-977J11.8	0.612662005
ISX	0.612665793
LSM2	0.612682834
AC091814.2	0.612803191
RP11-159F24.3	0.612803191
RP11-617I14.1	0.612803191
RP11-517C16.2	0.612803191
BLOC1S2	0.612865861
YIPF6	0.612902868
RP11-68L1.2	0.612902868
COX4I1	0.612949065
CD19	0.613030296
ZBTB14	0.613030296
AC004854.5	0.613030296
C2orf49	0.6130604
RNU1-72P	0.613073039
AC110926.4	0.613073039
RP11-295K2.3	0.613073039
CUX2	0.613112806
RHBDL2	0.613114434
FAM9B	0.613282219
AC005517.3	0.613282219
RP11-422J15.1	0.613282219
RP11-247L20.4	0.613282219
MIR4804	0.613282219
RP11-157L3.1	0.613284774
RP1-86D1.4	0.613308324
