HEIGHT(control)	P
CACNA1C	1.08E-12
FKBP4	1.31E-09
ITFG2	1.35E-07
NRIP2	1.07E-09
TEX52	1.82E-25
FOXM1	1.82E-15
RHNO1	1.27E-12
TULP3	5.83E-14
TEAD4	0.12436
TSPAN9	1.94E-15
PRMT8	0.012823
CRACR2A	0.0013238
PARP11	4.80E-14
CCND2	2.73E-16
TIGAR	0.0030781
FGF23	0.17022
FGF6	0.00081057
C12orf4	0.36169
RAD51AP1	0.0003039
DYRK4	0.00019062
AKAP3	0.00038484
NDUFA9	0.093665
GALNT8	0.0019975
KCNA6	9.74E-06
KCNA1	0.082384
KCNA5	0.055339
NTF3	0.047781
ANO2	0.021018
VWF	0.0066143
CD9	0.011428
PLEKHG6	0.11198
TNFRSF1A	4.36E-05
SCNN1A	0.0015349
LTBR	0.0071643
CD27	0.10049
TAPBPL	3.65E-10
VAMP1	6.46E-13
MRPL51	5.00E-10
NCAPD2	2.53E-12
GAPDH	3.14E-05
IFFO1	1.02E-05
NOP2	5.38E-07
CHD4	1.73E-06
LPAR5	0.0023978
ACRBP	4.94E-05
ING4	7.15E-06
ZNF384	0.11776
COPS7A	0.0065697
MLF2	3.72E-05
PTMS	4.24E-06
LAG3	0.011957
CD4	0.11465
GPR162	0.051015
P3H3	0.1267
GNB3	0.0002451
USP5	9.55E-05
TPI1	6.82E-05
LRRC23	2.41E-06
ENO2	0.073547
ATN1	1.36E-09
C12orf57	1.15E-07
PTPN6	0.13237
PHB2	0.25087
EMG1	0.15307
LPCAT3	0.39735
C1S	0.11258
C1RL	0.00024319
RBP5	0.051974
CLSTN3	5.16E-05
PEX5	1.74E-06
ACSM4	0.18231
CD163L1	2.40E-07
CD163	1.32E-14
APOBEC1	5.92E-06
GDF3	0.052567
DPPA3	0.47841
CLEC4C	0.021886
NANOGNB	0.070905
NANOG	0.55993
SLC2A14	0.24474
SLC2A3	0.24354
FOXJ2	0.47554
C3AR1	0.98362
NECAP1	0.059427
CLEC4A	0.50482
ZNF705A	0.051632
CLEC6A	0.76693
CLEC4D	0.79538
CLEC4E	0.71365
AICDA	0.55135
MFAP5	0.00041334
RIMKLB	1.53E-09
A2ML1	0.001722
PHC1	1.84E-15
M6PR	4.92E-12
KLRG1	7.54E-17
A2M	6.41E-05
PZP	1.01E-06
KLRB1	0.031173
CLEC2D	0.15629
CLECL1P	0.31293
CD69	0.050568
KLRF1	0.60917
CLEC2B	0.58143
KLRF2	0.78195
CLEC2A	0.94578
CLEC12A	0.071313
CLEC1B	0.15197
CLEC12B	0.35988
CLEC9A	0.32738
CLEC1A	0.020305
CLEC7A	0.6959
OLR1	0.0004683
TMEM52B	0.01668
GABARAPL1	0.012834
KLRD1	0.96774
KLRK1	0.28473
KLRC4-KLRK1	0.46006
KLRC4	0.55219
KLRC1	0.19804
MAGOHB	0.64609
STYK1	0.095792
YBX3	0.61531
TAS2R7	0.31259
TAS2R8	0.20375
TAS2R10	0.58799
PRR4	0.88038
PRH1	0.75478
TAS2R13	0.67113
PRH2	0.8403
TAS2R14	0.68122
TAS2R20	0.21464
TAS2R19	0.88766
TAS2R46	0.95515
SMIM10L1	0.36543
TAS2R42	0.27388
PRB3	0.80184
PRB4	0.96864
PRB2	0.19452
ETV6	5.00E-10
BCL2L14	1.70E-08
LRP6	2.17E-12
MANSC1	1.81E-08
BORCS5	0.0038051
DUSP16	0.00050864
CREBL2	2.49E-05
GPR19	5.23E-10
CDKN1B	2.16E-16
APOLD1	6.67E-16
DDX47	0.2496
GPRC5A	0.31097
GPRC5D	1.51E-09
HEBP1	3.58E-14
FAM234B	5.00E-10
GSG1	8.31E-09
EMP1	7.79E-10
GRIN2B	9.79E-05
ATF7IP	5.00E-10
PLBD1	2.91E-12
GUCY2C	2.52E-05
H4C16	5.00E-10
H2AJ	9.57E-05
WBP11	1.49E-15
C12orf60	5.00E-10
SMCO3	5.00E-10
ART4	1.93E-17
MGP	6.09E-16
ERP27	1.69E-11
ARHGDIB	6.57E-11
PDE6H	0.00038162
RERG	1.00E-10
PTPRO	6.70E-06
EPS8	0.50771
STRAP	0.30843
DERA	0.34469
SLC15A5	0.41579
MGST1	0.078851
LMO3	5.96E-05
RERGL	0.092106
PIK3C2G	0.00025553
PLCZ1	0.31681
CAPZA3	0.75218
PLEKHA5	5.03E-06
AEBP2	0.00072761
PDE3A	5.00E-10
SLCO1C1	3.43E-14
SLCO1B3	0.0057811
SLCO1B7	4.66E-14
SLCO1B1	1.00E-16
SLCO1A2	8.65E-10
IAPP	0.00021545
PYROXD1	3.99E-05
RECQL	0.001384
GOLT1B	1.75E-05
SPX	1.41E-08
GYS2	3.02E-07
LDHB	0.11757
KCNJ8	0.066537
ABCC9	1.48E-05
CMAS	0.0028591
ST8SIA1	1.88E-14
C2CD5	1.08E-07
ETNK1	0.70218
SOX5	1.62E-21
BCAT1	0.0017116
LINC02909	0.66571
NA	0.095895
IRAG2	0.019391
DNAI7	0.18589
ETFRF1	0.17718
KRAS	0.07236
LMNTD1	0.044104
RASSF8	7.21E-14
BHLHE41	0.088378
SSPN	2.39E-07
ITPR2	2.18E-10
INTS13	0.057463
FGFR1OP2	2.33E-06
TM7SF3	0.0070423
MED21	0.00038823
C12orf71	6.01E-06
STK38L	0.00056331
BMAL2	0.00050615
SMCO2	0.023905
PPFIBP1	0.00012032
REP15	0.31488
MRPS35	0.00094435
MANSC4	0.00012508
KLHL42	0.0015506
PTHLH	1.75E-15
CCDC91	4.40E-13
FAR2	5.00E-10
ERGIC2	5.00E-10
OVCH1	3.42E-12
TMTC1	0.012422
IPO8	2.12E-15
CAPRIN2	1.51E-15
TSPAN11	0.0019328
DDX11	0.47691
OVOS2	0.6695
SINHCAF	0.072121
DENND5B	3.64E-16
ETFBKMT	0.0022494
AMN1	0.0010859
H3-5	0.47605
RESF1	0.00021263
BICD1	5.75E-07
FGD4	4.68E-10
DNM1L	0.11931
YARS2	0.11208
PKP2	1.35E-05
SYT10	0.0034521
ALG10	2.26E-09
ALG10B	0.01495
CPNE8	3.44E-05
KIF21A	1.14E-09
ABCD2	1.28E-07
C12orf40	0.037313
SLC2A13	1.26E-06
LRRK2	3.59E-10
MUC19	0.0014618
CNTN1	0.0032958
PDZRN4	0.0031288
GXYLT1	0.0010642
YAF2	5.08E-06
ZCRB1	1.80E-06
PPHLN1	0.00012284
PRICKLE1	6.57E-06
ADAMTS20	1.10E-10
PUS7L	0.0034347
IRAK4	0.0054614
TWF1	0.5686
TMEM117	0.60724
NELL2	0.35347
DBX2	0.0458
ANO6	0.0037612
ARID2	1.60E-15
SCAF11	1.75E-15
SLC38A1	6.75E-15
SLC38A2	5.00E-10
SLC38A4	5.00E-10
AMIGO2	0.57635
PCED1B	0.0073465
RPAP3	0.11255
ENDOU	4.62E-06
RAPGEF3	1.38E-07
SLC48A1	2.03E-05
HDAC7	7.51E-08
VDR	0.0051147
TMEM106C	1.37E-07
COL2A1	5.00E-10
SENP1	2.90E-11
PFKM	2.98E-07
ASB8	3.55E-05
CCDC184	3.79E-07
OR10AD1	4.87E-15
H1-7	1.18E-08
ZNF641	3.40E-09
ANP32D	0.10595
C12orf54	0.0017823
OR8S1	0.04898
LALBA	0.013129
KANSL2	8.61E-12
CCNT1	5.15E-09
ADCY6	7.58E-05
CACNB3	8.38E-11
DDX23	9.68E-05
RND1	0.024898
CCDC65	0.00052012
FKBP11	0.0088009
ARF3	1.47E-13
WNT10B	7.39E-06
DDN	0.0095116
PRKAG1	0.00040857
KMT2D	0.0011288
DHH	0.31096
LMBR1L	0.0055962
TUBA1B	2.66E-05
TUBA1A	0.0001352
TUBA1C	0.00030065
PRPH	0.85258
TROAP	0.13014
C1QL4	0.084073
DNAJC22	0.00041657
SPATS2	0.00065458
KCNH3	3.24E-07
MCRS1	9.09E-05
FAM186B	6.26E-05
PRPF40B	0.0017557
FMNL3	5.11E-06
TMBIM6	5.67E-08
NCKAP5L	2.08E-07
BCDIN3D	0.00062541
FAIM2	9.43E-11
AQP2	0.00028336
AQP5	0.028792
AQP6	2.56E-05
RACGAP1	0.01905
ASIC1	1.07E-15
SMARCD1	9.37E-11
GPD1	5.00E-10
COX14	8.30E-09
CERS5	2.88E-15
LIMA1	2.76E-15
FAM186A	2.41E-15
LARP4	2.55E-05
DIP2B	3.09E-15
ATF1	5.00E-10
TMPRSS12	1.42E-15
TMT1A	3.47E-10
HIGD1C	7.40E-16
SLC11A2	1.29E-15
LETMD1	4.68E-15
CSRNP2	5.99E-12
TFCP2	2.18E-14
POU6F1	2.71E-09
DAZAP2	5.53E-07
SMAGP	5.23E-08
BIN2	1.04E-11
CELA1	5.75E-10
GALNT6	0.00038504
SLC4A8	0.013988
SCN8A	0.51777
FIGNL2	0.001346
ANKRD33	0.023848
ACVRL1	0.0076161
ACVR1B	8.64E-06
TAMALIN	0.092138
NR4A1	4.26E-10
ATG101	1.69E-07
KRT80	0.018846
LINC02874	0.085359
KRT7	0.077152
KRT86	0.015981
KRT83	0.020556
KRT85	0.0020125
KRT84	0.037744
KRT82	0.013082
KRT75	0.24889
KRT6B	0.41207
KRT6C	0.68909
KRT6A	0.26349
KRT5	0.14644
KRT71	0.063819
KRT74	0.77111
KRT72	0.76024
KRT73	0.56431
KRT2	0.01443
KRT1	0.16047
KRT77	0.0066635
KRT76	0.29177
KRT3	0.0022452
KRT4	0.0072706
KRT79	0.042438
KRT78	0.03937
KRT8	0.00038028
KRT18	0.97197
EIF4B	0.01504
TNS2	9.72E-13
SPRYD3	5.00E-10
SOAT2	9.70E-16
CSAD	1.65E-08
ZNF740	4.85E-06
ITGB7	4.80E-08
RARG	0.00029964
MFSD5	3.74E-11
ESPL1	1.91E-07
PFDN5	6.41E-07
MYG1	1.09E-06
AAAS	1.07E-06
SP7	4.26E-15
SP1	7.97E-10
AMHR2	7.45E-06
PCBP2	3.28E-11
MAP3K12	2.96E-15
NPFF	1.01E-09
ATF7	5.81E-16
ATP5MC2	7.54E-05
CALCOCO1	5.79E-09
HOXC13	5.33E-06
HOXC12	9.45E-06
HOXC11	4.83E-07
HOXC10	1.27E-05
HOXC4	0.00028867
HOXC9	0.00088899
HOXC6	0.044713
HOXC5	0.00064373
SMUG1	0.75526
CBX5	0.091688
HNRNPA1	0.62584
NFE2	0.059752
COPZ1	0.041718
ZNF385A	8.28E-05
ITGA5	0.60778
GTSF1	0.10181
NCKAP1L	0.030833
PDE1B	0.0025928
PPP1R1A	0.0075347
DCD	0.018467
MUCL1	0.18763
TESPA1	0.16719
NEUROD4	0.056406
OR9K2	0.088056
OR6C74	0.077394
OR6C6	0.7739
OR6C1	0.045829
OR6C3	0.65782
OR6C65	0.63724
OR6C76	0.16021
OR6C2	0.71484
OR6C70	0.0012736
OR6C68	0.18481
OR6C4	0.3615
OR2AP1	0.041842
OR10P1	0.38404
TMT1B	0.020592
ITGA7	0.12319
BLOC1S1	0.96328
RDH5	0.10449
CD63	0.73502
GDF11	0.18351
SARNP	0.10342
ORMDL2	0.17109
DNAJC14	0.84491
MMP19	0.31056
PYM1	0.039194
DGKA	0.016206
PMEL	0.015297
CDK2	2.92E-10
RAB5B	0.00071407
SUOX	0.010516
IKZF4	0.0002795
RPS26	0.00023092
ERBB3	2.48E-05
PA2G4	0.00013914
RPL41	1.05E-05
ZC3H10	0.00015114
ESYT1	9.18E-15
MYL6	4.47E-06
SMARCC2	2.46E-06
RNF41	0.0012761
NABP2	0.0056562
SLC39A5	5.00E-10
ANKRD52	5.00E-10
COQ10A	1.30E-05
CS	1.30E-12
CNPY2	1.72E-09
PAN2	5.00E-10
IL23A	1.00E-50
STAT2	6.38E-11
APOF	0.0070288
TIMELESS	9.03E-07
MIP	1.32E-12
SPRYD4	0.0041846
GLS2	2.11E-07
RBMS2	1.91E-10
BAZ2A	0.024388
ATP5F1B	0.59731
PTGES3	2.41E-05
NACA	4.58E-06
PRIM1	3.91E-12
HSD17B6	6.21E-06
SDR9C7	2.09E-05
RDH16	2.55E-07
GPR182	5.39E-09
ZBTB39	8.85E-07
TAC3	1.64E-08
MYO1A	9.62E-09
NEMP1	6.33E-13
NAB2	1.47E-08
STAT6	9.63E-16
LRP1	2.14E-14
NXPH4	0.067899
SHMT2	0.01527
STAC3	0.51373
R3HDM2	0.00062628
INHBC	0.00037298
INHBE	5.01E-07
GLI1	0.00059813
ARHGAP9	1.65E-10
MARS1	3.69E-11
DDIT3	5.22E-19
MBD6	7.09E-15
DCTN2	1.33E-15
KIF5A	1.02E-15
PIP4K2C	1.42E-10
DTX3	5.00E-10
ARHGEF25	5.00E-10
SLC26A10P	5.00E-10
B4GALNT1	1.12E-15
OS9	5.00E-10
AGAP2	5.00E-10
CDK4	1.00E-50
MARCHF9	3.07E-05
CYP27B1	5.00E-10
METTL1	5.00E-10
EEF1AKMT3	5.00E-10
TSFM	5.00E-10
AVIL	5.00E-10
CTDSP2	5.00E-10
ATP23	2.72E-08
LRIG3	0.00073855
SLC16A7	2.75E-10
TAFA2	8.76E-12
USP15	1.73E-10
MON2	7.73E-16
PPM1H	2.57E-05
AVPR1A	0.10031
DPY19L2	0.039999
RXYLT1	0.059896
SRGAP1	2.32E-14
KICS2	0.013488
C12orf56	0.00098182
XPOT	4.47E-07
TBK1	4.68E-07
RASSF3	1.57E-11
GNS	1.62E-15
TBC1D30	5.77E-14
WIF1	1.58E-15
LEMD3	1.02E-15
MSRB3	5.00E-10
HMGA2	6.43E-17
HMGA2-AS1	5.00E-10
LLPH	0.0024234
TMBIM4	4.94E-13
IRAK3	1.20E-05
HELB	0.060505
GRIP1	2.00E-07
CAND1	0.029725
DYRK2	1.37E-07
IFNG	0.84828
IL26	0.17467
IL22	0.037155
MDM1	0.0016245
RAP1B	0.00017623
NUP107	0.00079064
SLC35E3	2.74E-06
MDM2	5.71E-06
CPM	4.70E-06
CPSF6	1.78E-15
LYZ	1.23E-14
YEATS4	6.44E-13
FRS2	4.36E-18
CCT2	2.39E-13
LRRC10	3.24E-12
BEST3	0.00059286
RAB3IP	7.98E-10
MYRFL	1.79E-12
CNOT2	0.00075657
KCNMB4	1.40E-05
PTPRB	4.46E-09
PTPRR	2.03E-07
TSPAN8	0.0018551
LGR5	0.00012079
ZFC3H1	0.68155
THAP2	0.071735
TMEM19	0.16704
RAB21	0.15895
TBC1D15	0.13483
TPH2	0.0016391
TRHDE	0.69084
ATXN7L3B	0.032106
KCNC2	0.009238
CAPS2	0.0034573
GLIPR1L1	0.0058552
GLIPR1L2	0.0051233
GLIPR1	0.0023896
KRR1	0.016028
PHLDA1	0.13457
NAP1L1	0.00056884
BBS10	0.22702
OSBPL8	0.20861
ZDHHC17	2.61E-14
CSRP2	3.62E-14
E2F7	5.00E-10
NAV3	6.40E-08
SYT1	0.025682
PAWR	0.0071606
PPP1R12A	0.1401
OTOGL	0.005999
PTPRQ	0.023828
MYF6	0.00010451
MYF5	0.00031513
LIN7A	0.00011275
ACSS3	0.024152
PPFIA2	1.55E-07
CCDC59	0.033309
METTL25	0.0063366
TMTC2	2.73E-08
SLC6A15	0.17543
TSPAN19	8.07E-06
LRRIQ1	5.18E-07
ALX1	0.098182
RASSF9	0.015796
NTS	0.00049208
MGAT4C	0.0025729
C12orf50	0.12145
C12orf29	0.87997
CEP290	0.29749
TMTC3	0.20041
KITLG	0.6174
DUSP6	0.00050806
POC1B	5.00E-10
GALNT4	1.75E-13
POC1B-GALNT4	1.35E-12
ATP2B1	9.09E-16
CCER1	0.94014
EPYC	0.00654
KERA	0.040786
LUM	2.95E-11
DCN	4.52E-07
LINC01619	1.06E-12
BTG1	0.00030339
CLLU1-AS1	0.068181
CLLU1	0.051307
NA	0.067096
PLEKHG7	0.0015665
EEA1	0.001224
NUDT4	0.0044204
UBE2N	1.67E-12
MRPL42	1.58E-15
SOCS2	5.00E-10
CRADD	6.42E-15
PLXNC1	0.000156
CEP83	4.55E-05
TMCC3	0.0019869
NDUFA12	0.034871
NR2C1	0.00010563
FGD6	0.014487
VEZT	0.093057
METAP2	7.10E-16
USP44	1.12E-16
NTN4	0.045232
SNRPF	0.55099
CCDC38	0.032471
AMDHD1	0.043645
HAL	0.021118
LTA4H	0.015012
ELK3	3.48E-15
CDK17	1.21E-15
CFAP54	3.63E-06
NEDD1	1.88E-06
TMPO	0.10106
SLC25A3	0.28971
IKBIP	4.63E-06
APAF1	2.43E-07
ANKS1B	0.043017
GARIN6	0.25047
BLTP3B	0.39094
ACTR6	0.69572
DEPDC4	0.33073
SCYL2	0.14646
SLC17A8	0.0072316
NR1H4	0.042604
GAS2L3	0.031101
ANO4	0.001349
SLC5A8	0.023888
UTP20	2.81E-05
ARL1	0.00013469
SPIC	1.45E-06
MYBPC1	5.25E-07
CHPT1	3.36E-15
SYCP3	3.99E-10
GNPTAB	2.87E-15
DRAM1	5.00E-10
WASHC3	5.00E-10
NUP37	5.00E-10
PARPBP	1.72E-14
PMCH	0.0012803
IGF1	1.25E-14
PAH	3.70E-16
ASCL1	0.026531
C12orf42	0.000648
STAB2	1.70E-05
NT5DC3	0.070074
HSP90B1	8.12E-15
UQCC6	2.17E-15
TDG	5.00E-10
GLT8D2	7.55E-15
HCFC2	1.67E-05
NFYB	0.57428
TXNRD1	0.0046622
EID3	0.47269
CHST11	4.19E-14
SLC41A2	0.002877
NOPCHAP1	0.72846
ALDH1L2	5.64E-10
WASHC4	1.52E-06
APPL2	1.45E-09
C12orf75	9.20E-11
NUAK1	0.0042187
CKAP4	0.01085
TCP11L2	1.60E-09
POLR3B	5.90E-10
RFX4	5.00E-10
RIC8B	5.00E-10
TMEM263	4.85E-15
MTERF2	3.90E-07
CRY1	1.92E-15
ABTB3	1.43E-08
PWP1	1.60E-16
PRDM4	2.56E-15
ASCL4	5.00E-10
WSCD2	0.0013841
CMKLR1	2.42E-12
FICD	0.36995
SART3	6.28E-07
ISCU	7.43E-05
TMEM119	0.0014118
SELPLG	0.0010771
CORO1C	0.133
SSH1	0.038242
DAO	0.17507
SVOP	0.75003
USP30	0.17761
ALKBH2	0.0010124
UNG	3.80E-06
ACACB	6.03E-07
FOXN4	1.03E-11
MYO1H	0.0012073
KCTD10	3.01E-07
UBE3B	8.34E-08
MMAB	1.69E-15
MVK	2.75E-13
FAM222A	0.0016669
TRPV4	2.34E-06
GLTP	1.04E-07
TCHP	3.20E-06
GIT2	0.0044908
ANKRD13A	0.0040468
C12orf76	0.0037228
IFT81	5.47E-07
ATP2A2	3.02E-07
ANAPC7	6.99E-05
ARPC3	0.64015
GPN3	1.44E-07
FAM216A	2.01E-06
VPS29	8.60E-07
RAD9B	3.95E-07
PPTC7	4.35E-13
TCTN1	1.34E-08
HVCN1	0.00033971
PPP1CC	0.0003319
CCDC63	0.00014716
MYL2	0.0022725
CUX2	3.53E-13
PHETA1	3.48E-11
SH2B3	4.09E-06
ATXN2	1.76E-06
BRAP	1.02E-08
ACAD10	3.57E-07
ALDH2	4.18E-11
MAPKAPK5	1.01E-07
TMEM116	1.01E-06
ERP29	3.06E-05
NAA25	1.06E-07
TRAFD1	0.00018619
HECTD4	3.91E-05
RPL6	0.013555
PTPN11	7.43E-06
RPH3A	0.17392
OAS1	0.0059783
OAS3	0.023591
OAS2	0.032934
DTX1	0.24066
RASAL1	0.69265
CFAP73	0.069203
DDX54	0.12409
RITA1	0.20785
IQCD	0.46256
TPCN1	0.3875
SLC8B1	0.15047
PLBD2	0.02283
SDS	0.0037559
SDSL	0.00066283
LHX5	0.026648
RBM19	0.0077651
TBX5	0.00046367
TBX3	4.62E-11
MED13L	5.00E-10
MAP1LC3B2	0.13822
SPRING1	4.60E-11
RNFT2	2.04E-13
HRK	6.18E-06
FBXW8	5.26E-16
TESC	5.65E-14
FBXO21	0.42292
NOS1	0.21225
KSR2	0.0052779
RFC5	3.42E-10
WSB2	2.03E-05
VSIG10	0.32444
PEBP1	0.10398
TAOK3	0.0018393
SUDS3	0.030253
SRRM4	0.00083304
HSPB8	0.94654
CCDC60	0.000148
TMEM233	1.29E-05
PRKAB1	2.09E-05
CIT	0.0050586
BICDL1	0.00016381
RAB35	3.25E-08
GCN1	4.26E-08
RPLP0	0.0038597
PXN	3.25E-06
SIRT4	7.61E-16
PLA2G1B	7.47E-10
MSI1	2.62E-07
GATC	2.23E-14
SRSF9	2.25E-12
DYNLL1	1.82E-15
COQ5	1.06E-15
RNF10	1.25E-11
POP5	5.00E-10
CABP1	1.31E-15
MLEC	2.52E-07
UNC119B	0.021412
ACADS	2.21E-05
SPPL3	5.00E-10
HNF1A	8.96E-14
C12orf43	2.99E-10
OASL	1.78E-07
P2RX7	1.15E-10
P2RX4	0.00069791
CAMKK2	0.00033442
ANAPC5	1.44E-05
RNF34	0.0025272
KDM2B	1.10E-05
ORAI1	0.059339
MORN3	0.1442
TMEM120B	1.55E-07
RHOF	0.015392
SETD1B	7.39E-09
HPD	1.42E-15
PSMD9	4.70E-15
CFAP251	2.10E-15
BCL7A	5.00E-10
LRRC43	5.00E-10
IL31	1.50E-21
DIABLO	3.24E-10
VPS33A	5.00E-10
CLIP1	3.94E-15
ZCCHC8	5.00E-10
RSRC2	1.68E-15
KNTC1	5.00E-10
HCAR3	2.84E-18
HCAR1	5.00E-10
DENR	7.43E-07
CCDC62	0.023537
HIP1R	3.89E-05
VPS37B	0.29689
ABCB9	5.00E-10
OGFOD2	5.00E-10
ARL6IP4	0.36884
PITPNM2	3.98E-13
MPHOSPH9	2.30E-13
MTRFR	5.00E-10
CDK2AP1	5.00E-10
SBNO1	5.00E-10
KMT5A	8.16E-11
RILPL2	5.00E-10
SNRNP35	5.00E-10
RILPL1	9.28E-16
TMED2	5.00E-10
DDX55	1.33E-15
EIF2B1	6.80E-15
GTF2H3	6.53E-17
TCTN2	5.92E-13
ATP6V0A2	5.11E-10
DNAH10	5.00E-10
CCDC92	1.88E-11
ZNF664	2.93E-12
ZNF664-RFLNA	5.00E-10
RFLNA	1.88E-13
NCOR2	5.00E-10
SCARB1	0.012195
UBC	0.03437
DHX37	8.96E-05
BRI3BP	0.071
AACS	1.30E-13
TMEM132B	0.26845
TMEM132C	0.46458
SLC15A4	3.39E-05
GLT1D1	0.075303
TMEM132D	0.16628
FZD10	0.11678
PIWIL1	1.48E-05
RIMBP2	0.0072535
STX2	0.0001507
RAN	0.0099875
ADGRD1	1.23E-14
SFSWAP	0.0025957
MMP17	0.011711
ULK1	0.058943
PUS1	0.0096978
EP400	0.001579
DDX51	1.14E-13
NOC4L	2.07E-12
FBRSL1	1.66E-05
NA	1.29E-06
LRCOL1	9.74E-05
P2RX2	0.0010558
POLE	0.00013631
PXMP2	0.015527
PGAM5	2.15E-08
ANKLE2	0.0064143
GOLGA3	1.23E-14
CHFR	9.92E-10
ZNF605	0.0048358
ZNF140	0.0091863
ZNF891	5.82E-07
ZNF10	6.85E-08
ZNF268	0.00066762
TUBA3C	0.12833
TPTE2	0.33056
MPHOSPH8	0.65672
PSPC1	0.74262
ZMYM5	0.72135
ZMYM2	0.010657
GJA3	0.54628
GJB2	0.57057
GJB6	0.57025
CRYL1	0.26908
IFT88	1.63E-15
IL17D	1.39E-10
EEF1AKMT1	4.97E-16
XPO4	3.08E-15
LATS2	5.00E-10
SAP18	0.16504
SKA3	0.61903
MRPL57	0.53896
LOC101928764	0.13842
ZDHHC20	0.0021897
MICU2	6.41E-06
FGF9	8.36E-06
SGCG	0.60293
SACS	0.55451
TNFRSF19	1.22E-12
MIPEP	4.44E-08
PCOTH	0.0010542
C1QTNF9B	2.81E-05
SPATA13	0.28162
C1QTNF9	0.021186
PARP4	0.10403
LOC101927375	0.23044
ATP12A	0.82091
RNF17	0.0046895
CENPJ	0.011824
AMER2	0.42226
MTMR6	1.27E-07
NUP58	0.002729
ATP8A2	0.11743
SHISA2	0.00037155
RNF6	0.13046
CDK8	0.058106
WASF3	0.1367
GPR12	0.10061
USP12	5.61E-15
RPL21	4.45E-13
GTF3A	7.90E-11
MTIF3	1.55E-15
LNX2	0.043958
POLR1D	0.008626
PDX1	1.82E-05
CDX2	0.086426
URAD	0.35319
FLT3	0.19065
PAN3	1.61E-12
FLT1	3.17E-08
POMP	0.053437
SLC46A3	0.01275
MTUS2	0.00012752
SLC7A1	5.00E-10
UBL3	1.17E-10
KATNAL1	0.15914
HMGB1	0.00071999
USPL1	0.61374
ALOX5AP	0.06871
MEDAG	0.24321
TEX26	0.021676
HSPH1	0.39875
B3GLCT	0.00014329
RXFP2	0.0030102
FRY	3.56E-14
ZAR1L	0.00033637
BRCA2	1.18E-08
N4BP2L1	5.00E-10
N4BP2L2	2.26E-15
PDS5B	8.32E-15
NA	0.0072291
KL	0.042375
STARD13	2.15E-14
RFC3	0.0024091
NBEA	5.74E-09
MAB21L1	0.18669
DCLK1	8.63E-09
SOHLH2	0.00040611
CCDC169-SOHLH2	7.57E-13
CCDC169	2.46E-16
SPART	6.30E-16
CCNA1	0.00090373
SERTM1	0.23941
RFXAP	0.12744
SMAD9	9.41E-07
ALG5	0.00075196
EXOSC8	0.036596
SUPT20H	0.0096044
CSNK1A1L	6.03E-05
POSTN	9.86E-05
TRPC4	3.81E-05
UFM1	0.62399
FREM2	3.20E-06
STOML3	9.02E-15
PROSER1	1.82E-12
NHLRC3	5.00E-10
LHFPL6	5.28E-13
COG6	2.86E-15
FOXO1	1.85E-15
MRPS31	5.00E-10
SLC25A15	1.06E-06
ELF1	0.00011492
WBP4	3.90E-12
KBTBD6	2.07E-06
KBTBD7	0.6996
MTRF1	0.042115
NAA16	0.0067457
RGCC	7.07E-05
VWA8	2.71E-11
DGKH	4.94E-16
AKAP11	5.16E-05
TNFSF11	0.032376
FAM216B	0.49463
EPSTI1	0.0076604
DNAJC15	0.62903
ENOX1	2.24E-05
CCDC122	0.048477
LACC1	0.068116
SMIM2	0.035083
SERP2	3.59E-10
TSC22D1	9.08E-17
NUFIP1	0.014545
GPALPP1	0.024566
GTF2F2	0.39523
KCTD4	0.27728
TPT1	0.64252
SLC25A30	0.16574
COG3	0.00029583
ERICH6B	0.0037451
CBY2	0.19905
SIAH3	0.31184
ZC3H13	0.070084
CPB2	0.16097
LCP1	0.019799
LRRC63	0.00038152
RUBCNL	1.97E-10
LRCH1	6.31E-13
ESD	0.61638
HTR2A	0.66112
SUCLA2	2.23E-05
NUDT15	0.0012925
MED4	1.03E-10
ITM2B	1.21E-16
RB1	1.71E-14
LPAR6	1.68E-15
RCBTB2	5.96E-17
CYSLTR2	1.63E-15
FNDC3A	2.22E-07
MLNR	1.66E-07
CDADC1	0.00015517
CAB39L	1.02E-13
SETDB2	5.28E-08
PHF11	1.62E-09
RCBTB1	3.87E-12
ARL11	4.24E-05
EBPL	5.00E-10
KPNA3	5.00E-10
SPRYD7	7.05E-16
TRIM13	3.33E-12
KCNRG	9.11E-05
DLEU7	5.00E-10
RNASEH2B	0.00013638
FAM124A	0.015032
SERPINE3	0.13298
INTS6	0.34903
WDFY2	3.53E-08
DHRS12	8.46E-07
CCDC70	0.0040371
ATP7B	1.53E-11
ALG11	2.10E-09
UTP14C	1.75E-07
NEK5	2.34E-10
NEK3	1.44E-06
THSD1	8.31E-05
VPS36	0.0015488
CKAP2	0.0067507
HNRNPA1L2	0.17732
SUGT1	0.37531
CNMD	0.18625
PCDH8	2.99E-05
OLFM4	0.12164
PCDH17	3.82E-11
DIAPH3	0.0013951
TDRD3	0.070988
PCDH20	0.2493
PCDH9	0.01915
KLHL1	9.47E-05
DACH1	8.07E-07
MZT1	2.81E-06
BORA	8.83E-13
DIS3	7.37E-16
PIBF1	5.00E-10
KLF5	4.60E-17
KLF12	4.76E-13
TBC1D4	0.0026987
COMMD6	0.092964
UCHL3	0.59637
LMO7	3.23E-14
LMO7DN	1.74E-05
KCTD12	0.11704
ACOD1	0.052406
CLN5	0.013879
